uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,wasEverPrimeMinister,comments,wikipedia,adb
halljill1998,Hall,Jill Griffiths,Jill,,,,1949-11-16,1949,11,16,,,,,,,,
hallsteele1981,Hall,Raymond Steele,Raymond,Steele,,,1928-11-30,1928,11,30,,,,,,,,
hallettjohn1963,Hallett,John Mead,John,,,,1917-10-9,1917,10,9,1999-8-9,1999,8,9,,,,
halversonrobert1984,Halverson,Robert George,Robert,,,,1937-10-22,1937,10,22,2016-12-9,2016,12,9,,,,
hamerdavid1969,Hamer,David John,David,,,,1923-9-5,1923,9,5,2002-1-14,2002,1,14,,,,
hamiltonleonard1946,Hamilton,Leonard William,Leonard,,,,1899-7-7,1899,7,7,1987-5-31,1987,5,31,,,,
hammondtimothy2016,Hammond,Timothy Jerome,Timothy,,,,1975-3-25,1975,3,25,,,,,,,https://en.wikipedia.org/wiki/Tim_Hammond,
hampsonalfred1915,Hampson,Alfred John,Alfred,,,,,1865,,,1924-5-19,1924,5,19,,,,
handgerard1983,Hand,Gerard Leslie,Gerard,,,,1942-6-30,1942,6,30,,,,,,,,
handbyherbert1949,Handby,Herbert Harry,Herbert,,,,1903-9-1,1903,9,1,1991-10-2,1991,10,2,,,,
hannanjoseph1913,Hannan,Joseph Francis,Joseph,,,,,1873,,,1943-3-14,1943,3,14,,,,
hansenbrendan1961,Hansen,Brendan Percival,Brendan,,,,1922-8-21,1922,8,21,1999-12-19,1999,12,19,,,,
hansonpauline1996,Hanson,Pauline Lee,Pauline,,,,1954-5-27,1954,5,27,,,,,,,,
hardgravegary1996,Hardgrave,Gary Douglas,Gary,,,,1960-1-5,1960,1,5,,,,,,,,
hardingernest1961,Harding,Ernest William,Ernest,,,,1921-6-12,1921,6,12,2004-2-3,2004,2,3,,,,
harperrobert1901,Harper,Robert,Robert,,,,1842-2-1,1842,2,1,1919-1-9,1919,1,9,,,,
harrisgraham1980,Harris,Graham McDonald,Graham,,,,1937-8-29,1937,8,29,,,,,,,,
harrisoneli1949,Harrison,Eli James,Eli,,,,1903-10-12,1903,10,12,1976-9-9,1976,9,9,,,,
harrisonericfairweather1931,Harrison,Eric Fairweather,Eric,Eric Fairweather,,,1880-4-16,1880,4,16,1948-4-15,1948,4,15,,,,
harrisonericjohn1931,Harrison,Eric John,Eric,Eric John,,,,1892,,,1974-9-26,1974,9,26,,,,
hartross2016,Hart,Ross Anthony,Ross,,,,1960-6-4,1960,6,4,,,,,,,,
hartnollwilliam1902,Hartnoll,William,William,,,,1841-4-17,1841,4,17,1932-7-11,1932,7,11,,,,
hartsuykerluke2001,Hartsuyker,Luke,Luke,,,,1959-4-28,1959,4,28,,,,,,,,
harveyelizabeth1987,Harvey,Elizabeth Robyn,Elizabeth,,,,1946-10-19,1946,10,19,,,,,,,,
haslemjohn1975,Haslem,John Whitton,John,,,,1939-2-1,1939,2,1,,,,,,,,
hasluckpaul1949,Hasluck,Paul Meernaa Caedwalla,Paul,,,,1905-4-1,1905,4,1,1993-1-9,1993,1,9,,,,
hastieandrew2015,Hastie,Andrew William,Andrew,,,,1982-9-30,1982,9,30,,,,,,,,
hattonmichael1996,Hatton,Michael John,Michael,,,,1951-8-25,1951,8,25,,,,,,,,
havilandchristopher1993,Haviland,Christopher Douglas,Christopher,,,,1952-2-27,1952,2,27,,,,,,,,
hawkealexander2007,Hawke,Alexander George,Alexander,,,,1977-7-9,1977,7,9,,,,,,,,
hawkebob1980,Hawke,Robert James Lee,Robert,Bob,,,1929-12-9,1929,12,9,,,,,1,,,
hawkercharles1929,Hawker,Charles Allan Seymour,Charles,,,,1894-5-16,1894,5,16,1938-10-25,1938,10,25,,,,
hawkerdavid1983,Hawker,David Peter Maxwell,David,,,,1949-5-1,1949,5,1,,,,,,,,
haworthwilliam1949,Haworth,William Crawford,William,,,,1905-4-15,1905,4,15,1984-12-1,1984,12,1,,,,
hayalexander1919,Hay,Alexander,Alexander,,,,1865-1-8,1865,1,8,1941-5-8,1941,5,8,,,,
haydenbill1961,Hayden,William George,William,Bill,,,1933-1-23,1933,1,23,,,,,,,,
hayeschristopher2005,Hayes,Christopher Patrick,Christopher,,,,1955-7-17,1955,7,17,,,,,,,,
haylenleslie1943,Haylen,Leslie Clement,Leslie,,,,,1899,,,1977-9-12,1977,9,12,,,,
hedgeswilliam1906,Hedges,William Noah,William,,,,1856-7-16,1856,7,16,1935-11-21,1935,11,21,,,,
heitmannedward1917,Heitmann,Edward Ernest,Edward,,,,1878-6-3,1878,6,3,1934-1-30,1934,1,30,,,,
hendersonsarah2013,Henderson,Sarah Moya,Sarah,,,,1964-4-4,1964,4,4,,,,,,,,
hendypeter2013,Hendy,Peter William,Peter,,,,1962-1-10,1962,1,10,,,,,,,,
henrystuart2004,Henry,Stuart Irwin,Stuart,,,,1946-6-21,1946,6,21,,,,,,,,
henzellmarjorie1993,Henzell,Marjorie Madeline,Marjorie,,,,1948-9-21,1948,9,21,,,,,,,,
hewsonhenry1972,Hewson,Henry Arthur,Henry,,,,1914-12-31,1914,12,31,1999-11-20,1999,11,20,,,,
hewsonjohn1987,Hewson,John Robert,John,,,,1946-10-28,1946,10,28,,,,,,,,
hicksnoel1980,Hicks,Noel Jeffrey,Noel,,,,1940-11-4,1940,11,4,,,,,,,https://en.wikipedia.org/wiki/Noel_Hicks,
higginshenry1901,Higgins,Henry Bournes,Henry,,,,1851-6-30,1851,6,30,1929-1-13,1929,1,13,,,,
higgswilliam1910,Higgs,William Guy,William,,,,1862-1-18,1862,1,18,1951-6-11,1951,6,11,,,,
hilljulian2016,Hill,Julian Christopher,Julian,,,,1973-6-4,1973,6,4,,,,,,,https://en.wikipedia.org/wiki/Julian_Hill,
hillwilliam1919,Hill,William Caldwell,William,,,,1866-4-14,1866,4,14,1939-11-15,1939,11,15,,,,
hoarekelly1998,Hoare,Kelly Joy,Kelly,,,,1963-7-1,1963,7,1,,,,,,,https://en.wikipedia.org/wiki/Kelly_Hoare,
hockeyjoseph1996,Hockey,Joseph Benedict,Joseph,,,,1965-8-2,1965,8,2,,,,,,,,
hodgesjohn1974,Hodges,John Charles,John,,,,1937-10-3,1937,10,3,,,,,,,,
hodgmanmichael1975,Hodgman,William Michael,William,Michael,,,1938-11-16,1938,11,16,2013-6-19,2013,6,19,,,,
hogankevin2013,Hogan,Kevin John,Kevin,,,,1963-8-11,1963,8,11,,,,,,,,
holderfrederick1901,Holder,Frederick William,Frederick,,,Sir,1850-5-12,1850,5,12,1909-7-23,1909,7,23,,,,
holdingclyde1977,Holding,Allan Clyde,Allan,Clyde,,,1931-4-27,1931,4,27,2011-7-31,2011,7,31,,,https://en.wikipedia.org/wiki/Clyde_Holding,
holliscolin1983,Hollis,Colin,Colin,,,,1938-5-30,1938,5,30,,,,,,,,
hollowayedward1929,Holloway,Edward James,Edward,,,,,1875,,,1967-12-3,1967,12,3,,,,
holmanwilliam1931,Holman,William Arthur,William,,,,1871-8-4,1871,8,4,1934-6-5,1934,6,5,,,,
holtharold1935,Holt,Harold Edward,Harold,,,,1908-8-5,1908,8,5,1967-12-19,1967,12,19,1,Presumed dead.,,
holtrobert1955,Holt,Robert Wilfred,Robert,,,,1914-6-9,1914,6,9,1985-5-1,1985,5,1,,,,
holtenrendle1958,Holten,Rendle McNeilage,Rendle,,,,1922-3-29,1922,3,29,1996-10-12,1996,10,12,,,,
hornerobert1993,Horne,Robert Hodges,Robert,,,,1939-12-18,1939,12,18,,,,,,,,
howardjohn1974,Howard,John Winston,John,,,,1939-7-26,1939,7,26,,,,,1,,,
howarthluke2013,Howarth,Luke Ronald,Luke,,,,1972-6-6,1972,6,6,,,,,,,,
howebrian1977,Howe,Brian Leslie,Brian,,,,1936-1-28,1936,1,28,,,,,,,https://en.wikipedia.org/wiki/Brian_Howe_(politician),
howerobert1910,Howe,Robert,Robert,,,,,1861,,,1915-4-2,1915,4,2,,,,
howroydcharles1917,Howroyd,Charles Richard,Charles,,,,1867-2-25,1867,2,25,1917-5-10,1917,5,10,,,,
howsejohn1946,Howse,John Brooke,John,,,,1913-10-10,1913,10,10,2002-7-11,2002,7,11,,,,
howseneville1922,Howse,Neville Reginald,Neville,,,Sir,1863-10-26,1863,10,26,1930-9-19,1930,9,19,,,,
howsonpeter1955,Howson,Peter,Peter,,,,1919-5-22,1919,5,22,2009-2-1,2009,2,1,,,,
hughestom1963,Hughes,Thomas Eyre Forrest,Thomas,Tom,,,1923-11-26,1923,11,26,,,,,,,,
hugheswilliam1901,Hughes,William Morris,William,Billy,,,1862-9-25,1862,9,25,1952-10-28,1952,10,28,1,,,
hullkay1998,Hull,Kay Elizabeth,Kay,,,,1954-2-3,1954,2,3,,,,,,,https://en.wikipedia.org/wiki/Kay_Hull,
hullsrob1990,Hulls,Rob Justin,Rob,,,,1957-1-23,1957,1,23,,,,,,,,
hulmealan1949,Hulme,Alan Shallcross,Alan,,Later Sir Alan,,1907-2-14,1907,2,14,1989-10-9,1989,10,9,,,,
humphreysben1977,Humphreys,Benjamin Charles,Benjamin,Ben,,,1934-8-17,1934,8,17,,,,,,,,
huntgregory2001,Hunt,Gregory Andrew,Gregory,,,,1965-11-18,1965,11,18,,,,,,,,
huntralph1969,Hunt,Ralph James Dunnet,Ralph,,,,1928-3-31,1928,3,31,2011-5-21,2011,5,21,,,,
hunterjames1921,Hunter,James Aitchison Johnston,James,,,,,1882,,,1968-10-26,1968,10,26,,,,
hurfordchris1969,Hurford,Christopher John,Christopher,Chris,,,1931-7-30,1931,7,30,,,,,,,,
hurrygeoffry1922,Hurry,Geoffry,Geoffry,,,,1868-9-15,1868,9,15,1951-2-7,1951,2,7,,,,
husaremma2016,Husar,Emma,Emma,,,,1980-4-20,1980,4,20,,,,,,,,
husiced2010,Husic,Edham Nurredin,Edham,Ed,,,1970-2-3,1970,2,3,,,,,,,https://en.wikipedia.org/wiki/Ed_Husic,
hutchinarthur1931,Hutchin,Arthur William,Arthur,,,,1887-3-3,1887,3,3,1965-6-12,1965,6,12,,,,
hutchinsoneric2013,Hutchinson,Eric Russell,Eric,,,,1965-6-19,1965,6,19,,,,,,,,
hutchinsonwilliam1931,Hutchinson,William Joseph,William,,,,1904-1-7,1904,1,7,1967-9-29,1967,9,29,,,,
hutchisonjames1903,Hutchison,James,James,,,,1859-4-20,1859,4,20,1909-12-6,1909,12,6,,,,
hydejohn1974,Hyde,John Martin,John,,,,1936-2-2,1936,2,2,,,,,,,,
innested1972,Innes,Urquhart Edward,Urquhart,Ted,,,1925-2-12,1925,2,12,2010-5-28,2010,5,28,,,https://en.wikipedia.org/wiki/Ted_Innes,
ironsstephen2007,Irons,Stephen James,Stephen,,,,1958-9-1,1958,9,1,,,,,,,,
irvinehans1906,Irvine,Hans William Henry,Hans,,,,,1857,,,1922-7-11,1922,7,11,,,,
irvinewilliam1906,Irvine,William Hill,William,,Later Sir William,,1858-7-6,1858,7,6,1943-8-20,1943,8,20,,,,
irwinjulia1998,Irwin,Julia Claire,Julia,,,,1951-11-8,1951,11,8,,,,,,,,
irwinleslie1963,Irwin,Leslie Herbert,Leslie,,,,1898-5-1,1898,5,1,1985-1-28,1985,1,28,,,,
isaacsisaac1901,Isaacs,Isaac Alfred,Isaac,,,,1855-8-6,1855,8,6,1948-2-11,1948,2,11,,,,
jackwilliam1949,Jack,William Mathers,William,,,,1892-5-1,1892,5,1,1982-9-14,1982,9,14,,,,
jacksondavid1919,Jackson,David Sydney,David,,,,1889-6-6,1889,6,6,1941-2-28,1941,2,28,,,,
jacksonsharryn2001,Jackson,Sharryn Maree,Sharryn,,,,1962-2-12,1962,2,12,,,,,,,,
jacobiralph1969,Jacobi,Ralph,Ralph,,,,1928-12-4,1928,12,4,2002-1-15,2002,1,15,,,,
jakobsencarolyn1984,Jakobsen,Carolyn Anne,Carolyn,,,,1947-9-11,1947,9,11,,,,,,,,
jamesalbert1960,James,Albert William,Albert,,,,1914-9-22,1914,9,22,2006-9-30,2006,9,30,,,,
jamesrowland1928,James,Rowland,Rowland,,,,1885-6-14,1885,6,14,1962-7-4,1962,7,4,,,,
jarmanalan1966,Jarman,Alan William,Alan,,,,1923-7-22,1923,7,22,1992-11-14,1992,11,14,,,,
jeanessusan1996,Jeanes,Susan Barbara,Susan,,,,1958-2-24,1958,2,24,,,,,,,,
jenkinsharry1969,Jenkins,Henry Alfred,Henry,Harry,,Dr,1925-9-24,1925,9,24,2004-7-27,2004,7,27,,,https://en.wikipedia.org/wiki/Harry_Jenkins_Sr.,
jenkinsharry1986,Jenkins,Henry Alfred,Henry,Harry,,,1952-8-18,1952,8,18,,,,,,,,
jenningsjohn1931,Jennings,John Thomas,John,,,,1878-12-19,1878,12,19,1968-12-20,1968,12,20,,,,
jensendennis2004,Jensen,Dennis Geoffrey,Dennis,,,,1962-2-28,1962,2,28,,,,,,,,
jensenjens1910,Jensen,Jens August,Jens,,,,,1865,,,1936-11-16,1936,11,16,,,,
jessjohn1960,Jess,John David,John,,,,1922-4-15,1922,4,15,2003-10-18,2003,10,18,,,,
jessopdonald1966,Jessop,Donald Scott,Donald,,,,1927-6-21,1927,6,21,,,,,,,,
johnsgary1987,Johns,Gary Thomas,Gary,,,,1952-8-29,1952,8,29,,,,,,,,
johnsonherbert1940,Johnson,Herbert Victor,Herbert,,,,1889-10-25,1889,10,25,1962-7-10,1962,7,10,,,,
johnsonleonard1969,Johnson,Leonard Keith,Leonard,,,,1929-3-28,1929,3,28,1995-9-24,1995,9,24,,,,
johnsonles1955,Johnson,Leslie Royston,Leslie,Les,,,1924-11-22,1924,11,22,2015-5-26,2015,5,26,,,https://en.wikipedia.org/wiki/Les_Johnson,
johnsonmichael2001,Johnson,Michael Andrew,Michael,,,,1970-1-31,1970,1,31,,,,,,,,
johnsonpeter1975,Johnson,Peter Francis,Peter,,,,1943-8-27,1943,8,27,,,,,,,,
johnsonelliot1903,Johnson,William Elliot,William,Elliot,Later Sir Elliot,,1862-4-10,1862,4,10,1932-12-8,1932,12,8,,,,
johnsonwilliam1910,Johnson,William James,William,,,,,1871,,,1916-7-30,1916,7,30,,,,
johnstonjames1977,Johnston,James Roger,James,,,,1930-6-18,1930,6,18,,,,,,,,
johnstonricky1996,Johnston,Ricky,Ricky,,,,1943-9-29,1943,9,29,,,,,,,https://en.wikipedia.org/wiki/Ricky_Johnston,
jolleyedward1914,Jolley,Edward Francis George,Edward,,,,,1874,,,1915-1-1,1915,1,1,,,,
jollywilliam1937,Jolly,William Alfred,William,,,,1882-9-11,1882,9,11,1955-5-30,1955,5,30,,,,
jonesandrew1966,Jones,Andrew Thomas,Andrew,,,,1944-5-26,1944,5,26,,,,,,,,
jonesbarry1977,Jones,Barry Owen,Barry,,,,1932-10-11,1932,10,11,,,,,,,,
jonescharles1958,Jones,Charles Keith,Charles,,,,1917-9-12,1917,9,12,2003-8-7,2003,8,7,,,,
jonesewen2010,Jones,Ewen Thomas,Ewen,,,,1960-3-7,1960,3,7,,,,,,,,
jonespaul1928,Jones,Paul,Paul,,,,,1878,,,1972-12-27,1972,12,27,,,,
jonesstephen2010,Jones,Stephen Patrick,Stephen,,,,1965-6-29,1965,6,29,,,,,,,https://en.wikipedia.org/wiki/Stephen_Jones_(Australian_politician),
joshuarobert1951,Joshua,Robert,Robert,,,,,1906,,,1970-6-2,1970,6,2,,,,
joskepercy1951,Joske,Percy Ernest,Percy,,,,1895-10-5,1895,10,5,1981-4-25,1981,4,25,,,,
jowettedmund1917,Jowett,Edmund,Edmund,,,,1858-1-6,1858,1,6,1936-4-14,1936,4,14,,,,
joycebarnaby2013,Joyce,Barnaby Thomas Gerard,Barnaby,,,,1967-4-17,1967,4,17,,,,,,,,
julldavid1975,Jull,David Francis,David,,,,1944-10-4,1944,10,4,2011-9-13,2011,9,13,,,,
katterbob1993,Katter,Robert Carl,Robert,Bob,,,1945-5-22,1945,5,22,,,,,,,,
katterbob1966,Katter,Robert Cummin,Robert,Bob,,,1918-9-5,1918,9,5,1990-3-18,1990,3,18,,,,
keanerichard1929,Keane,Richard Valentine,Richard,,,,,1882,,,1946-4-26,1946,4,26,,,,
kearneyged2018,Kearney,Gerardine,Gerardine,Ged,,,1963-10-29,1963,10,29,,,,,,,https://en.wikipedia.org/wiki/Ged_Kearney,
kearneyvictor1956,Kearney,Victor Dennis,Victor,,,,1903-12-10,1903,12,10,1982-1-21,1982,1,21,,,,
keatingpaul1969,Keating,Paul John,Paul,,,,1944-1-18,1944,1,18,,,,,1,,,
keayjustine2016,Keay,Justine Terri,Justine,,,,1975-3-18,1975,3,18,,,,,,,,
keenanmichael2004,Keenan,Michael Fayat,Michael,,,,1972-3-19,1972,3,19,,,,,,,https://en.wikipedia.org/wiki/Michael_Keenan,
kekwickbruce1949,Kekwick,Bruce Huntley,Bruce,,,,1910-4-24,1910,4,24,1982-2-2,1982,2,2,,,,
kellybert1958,Kelly,Charles Robert,Charles,Bert,,,1912-6-22,1912,6,22,1997-1-17,1997,1,17,,,https://en.wikipedia.org/wiki/Bert_Kelly,
kellycraig2010,Kelly,Craig,Craig,,,,1963-9-29,1963,9,29,,,,,,,,
kellydeanne1996,Kelly,De-Anne Margaret,De-Anne,,,,1954-3-21,1954,3,21,,,,,,,,
kellyjackie1996,Kelly,Jacqueline Marie,Jacqueline,Jackie,,,1964-2-18,1964,2,18,,,,,,,,
kellymichael2007,Kelly,Michael Joseph,Michael,,,,1960-2-23,1960,2,23,,,,,,,,
kellyros1980,Kelly,Roslyn Joan,Roslyn,Ros,,,1948-1-25,1948,1,25,,,,,,,,
kellywilliam1903,Kelly,William Henry,William,,,,1877-12-1,1877,12,1,1960-1-27,1960,1,27,,,,
kempdavid1990,Kemp,David Alistair,David,,,,1941-10-14,1941,10,14,,,,,,,,
kendellwilliam1913,Kendell,William,William,,,,,1851,,,1922-10-20,1922,10,20,,,,
kennedyandrew1969,Kennedy,Andrew David,Andrew,,,,1940-3-20,1940,3,20,,,,,,,,
kennedythomas1901,Kennedy,Thomas,Thomas,,,,,1860,,,1929-2-16,1929,2,16,,,,
kenthugheswilfrid1949,Kent Hughes,Wilfrid Selwyn,Wilfrid,,Later Sir Wilfrid,,1895-6-12,1895,6,12,1970-7-31,1970,7,31,,,,
kentlewis1980,Kent,Lewis,Lewis,,,,1927-9-8,1927,9,8,2014-6-22,2014,6,22,,,,
keoghleonard1969,Keogh,Leonard Joseph,Leonard,,,,1931-6-2,1931,6,2,2007-10-10,2007,10,10,,,,
keoghmatthew2016,Keogh,Matthew James,Matthew,,,,1981-11-11,1981,11,11,,,,,,,,
keonstandish1949,Keon,Standish Michael,Standish,,,,1915-7-2,1915,7,2,1987-1-22,1987,1,22,,,,
kerbyedwin1919,Kerby,Edwin Thomas John,Edwin,,,,1885-4-12,1885,4,12,1971-7-5,1971,7,5,,,,
kerinjohn1972,Kerin,John Charles,John,,,,1937-11-21,1937,11,21,,,,,,,,
kernotcheryl1998,Kernot,Cheryl,Cheryl,,,,1948-12-5,1948,12,5,,,,,,,,
kerrduncan1987,Kerr,Duncan James Colquhoun,Duncan,,,,1952-2-26,1952,2,26,,,,,,,,
khalilpeter2016,Khalil,Peter,Peter,,,,1973-3-23,1973,3,23,,,,,,,,
killenjames1955,Killen,Denis James,Denis,James,Later Sir James,,1925-11-23,1925,11,23,2007-1-12,2007,1,12,,,,
killenwilliam1922,Killen,William Wilson,William,,,,,1860,,,1939-2-20,1939,2,20,,,,
kingcatherine2001,King,Catherine Fiona,Catherine,,,,1966-6-2,1966,6,2,,,,,,,,
kingmadeleine2016,King,Madeleine Mary Harvie,Madeleine,,,,1973-3-31,1973,3,31,,,,,,,,
kingpeter2001,King,Peter Edward,Peter,,,,1952-6-29,1952,6,29,,,,,,,,
kingrobert1958,King,Robert Shannon,Robert,,,,1920-3-22,1920,3,22,1991-6-30,1991,6,30,,,,
kingstoncharles1901,Kingston,Charles Cameron,Charles,,,,1850-10-22,1850,10,22,1908-5-11,1908,5,11,,,,
kirwanfrank1969,Kirwan,Frank McLeod,Frank,,,,1937-10-23,1937,10,23,1976-10-28,1976,10,28,,,,
kirwanjohn1901,Kirwan,John Waters,John,,,,1869-12-2,1869,12,2,1949-9-9,1949,9,9,,,,
klugmandick1969,Klugman,Richard Emanuel,Richard,Dick,,,1924-1-18,1924,1,18,2011-2-21,2011,2,21,,,,
knottpeter1993,Knott,Peter John,Peter,,,,1956-8-8,1956,8,8,2015-10-29,2015,10,29,,,https://en.wikipedia.org/wiki/Peter_Knott,
knoxwilliam1901,Knox,William,William,,,,1850-4-25,1850,4,25,1913-8-25,1913,8,25,,,,
laceyandrew1922,Lacey,Andrew William,Andrew,,,,1887-10-9,1887,10,9,1946-8-24,1946,8,24,,,,
lambtony1972,Lamb,Antony Hamilton,Antony,Tony,,,1939-3-7,1939,3,7,,,,,,,,
lambsusan2016,Lamb,Susan,Susan,,,,1972-3-23,1972,3,23,,,,,,,,
lambertwilliam1921,Lambert,William Henry,William,,,,,1885,,,1928-9-6,1928,9,6,,,,
lamingandrew2004,Laming,Andrew Charles,Andrew,,,,1966-9-30,1966,9,30,,,,,,,,
lamondhector1917,Lamond,Hector,Hector,,,,1865-10-31,1865,10,31,1947-4-22,1947,4,22,,,,
landrymichelle2013,Landry,Michelle Leanne,Michelle,,,,1962-10-15,1962,10,15,,,,,,,,
lanealbert1931,Lane,Albert,Albert,,,,,1873,,,1950-12-29,1950,12,29,,,,
langjack1946,Lang,John Thomas,John,Jack,,,1876-12-21,1876,12,21,1975-9-27,1975,9,27,,,,
langmorejohn1984,Langmore,John Vance,John,,,,1939-9-3,1939,9,3,,,,,,,,
langtryjoseph1940,Langtry,Joseph Ignatius,Joseph,,,,1880-9-2,1880,9,2,1951-4-30,1951,4,30,,,,
lathamjohn1922,Latham,John Greig,John,,,,1877-8-25,1877,8,25,1964-7-25,1964,7,25,,,,
lathammark1994,Latham,Mark William,Mark,,,,1961-2-28,1961,2,28,,,,,,,,
laundycraig2013,Laundy,Craig Arthur Samuel,Craig,,,,1971-2-16,1971,2,16,,,,,,,,
lavarchmichael1987,Lavarch,Michael Hugh,Michael,,,,1961-6-8,1961,6,8,,,,,,,,
lavellethomas1919,Lavelle,Thomas James,Thomas,,,,1887-12-2,1887,12,2,1944-5-24,1944,5,24,,,,
lawleranthony1998,Lawler,Anthony John,Anthony,,,,1961-10-18,1961,10,18,,,,,,,,
lawrencecarmen1994,Lawrence,Carmen Mary,Carmen,,,,1948-3-2,1948,3,2,,,,,,,,
lawrencewilliam1949,Lawrence,William Robert,William,,,,1906-7-28,1906,7,28,2004-1-13,2004,1,13,,,,
lawsongeorge1931,Lawson,George,George,,,,1880-8-14,1880,8,14,1966-11-25,1966,11,25,,,,
lawsonjohn1931,Lawson,John Norman,John,,,,,1897,,,1956-8-14,1956,8,14,,,,
lazzarinihubert1919,Lazzarini,Hubert Peter,Hubert,,,,1894-9-8,1894,9,8,1952-10-1,1952,10,1,,,,
leckiejohn1917,Leckie,John William,John,,,,,1872,,,1947-9-25,1947,9,25,,,,
leehenry1903,Lee,Henry William,Henry,,,,,1856,,,1927-8-12,1927,8,12,,,,
leemervyn1966,Lee,Mervyn William,Mervyn,,,,1920-8-18,1920,8,18,,,,,,,,
leemichael1984,Lee,Michael John,Michael,,,,1957-3-24,1957,3,24,,,,,,,,
leeserjulian2016,Leeser,Julian Martin,Julian,,,,1976-5-25,1976,5,25,,,,,,,,
leighandrew2010,Leigh,Andrew Keith,Andrew,,,,1972-8-3,1972,8,3,,,,,,,,
lemmonnelson1943,Lemmon,Nelson,Nelson,,,,1908-3-22,1908,3,22,1989-3-20,1989,3,20,,,,
lesliehugh1949,Leslie,Hugh Alan,Hugh,,,,1900-4-17,1900,4,17,1974-9-2,1974,9,2,,,,
lewisarthur1929,Lewis,Arthur,Arthur,,,,1882-4-22,1882,4,22,1975-4-11,1975,4,11,,,,
leysussan2001,Ley,Sussan Penelope,Sussan,,,,1961-12-14,1961,12,14,,,,,,,,
leythomas1925,Ley,Thomas John,Thomas,,,,1879-10-28,1879,10,28,1947-7-25,1947,7,25,,,,
liddellfrank1903,Liddell,Frank,Frank,,,,1862-6-26,1862,6,26,1939-10-20,1939,10,20,,,,
liebermanlouis1993,Lieberman,Louis Stuart,Louis,,,,1938-5-23,1938,5,23,,,,,,,,
lindsayeamon1983,Lindsay,Eamon John,Eamon,,,,1942-12-19,1942,12,19,,,,,,,,
lindsaypeter1996,Lindsay,Peter John,Peter,,,,1944-5-4,1944,5,4,,,,,,,,
lindsayrobert1954,Lindsay,Robert William Ludovic,Robert,,,,1905-8-18,1905,8,18,2000-9-6,2000,9,6,,,,
listerjohn1917,Lister,John Henry,John,,,,1875-5-13,1875,5,13,1935-10-4,1935,10,4,,,,
littleprouddavid2016,Littleproud,David,David,,,,1976-9-4,1976,9,4,,,,,,,,
livermorekirsten1998,Livermore,Kirsten Fiona,Kirsten,,,,1969-11-10,1969,11,10,,,,,,,,
livingstonjohn1906,Livingston,John,John,,,,1856-3-24,1856,3,24,1935-9-4,1935,9,4,,,,
lloydbruce1971,Lloyd,Bruce,Bruce,,,,1937-2-24,1937,2,24,,,,,,,,
lloydjames1996,Lloyd,James Eric,James,,,,1954-7-17,1954,7,17,,,,,,,,
longwilliam1928,Long,William John,William,,,,1885-6-18,1885,6,18,1957-3-3,1957,3,3,,,,
lonsdaleedmund1903,Lonsdale,Edmund,Edmund,,,,,1843,,,1913-10-4,1913,10,4,,,,
luchettianthony1951,Luchetti,Anthony Sylvester,Anthony,,,,1904-5-27,1904,5,27,1984-7-11,1984,7,11,,,,
luckaubrey1951,Luck,Aubrey William George,Aubrey,,,,1900-11-14,1900,11,14,1999-6-9,1999,6,9,,,https://en.wikipedia.org/wiki/Aubrey_Luck,
lucockphilip1952,Lucock,Philip Ernest,Philip,,,,1916-1-16,1916,1,16,1996-8-8,1996,8,8,,,,
lusherstephen1974,Lusher,Stephen Augustus,Stephen,,,,1945-10-18,1945,10,18,,,,,,,,
lynchjohn1914,Lynch,John,John,,,,,1862,,,1941-6-15,1941,6,15,,,,
lynchphillip1966,Lynch,Phillip Reginald,Phillip,,Later Sir Phillip,,1933-6-27,1933,6,27,1984-6-19,1984,6,19,,,,
lynewilliam1901,Lyne,William John,William,,,Sir,1844-4-6,1844,4,6,1913-8-3,1913,8,3,,,,
lyonsenid1943,Lyons,Enid Muriel,Enid,,,Dame,1897-7-9,1897,7,9,1981-9-2,1981,9,2,,,,
lyonsgeoffrey2010,Lyons,Geoffrey Raymond,Geoffrey,,,,1953-4-29,1953,4,29,,,,,,,,
lyonsjoseph1929,Lyons,Joseph Aloysius,Joseph,,,,1879-9-15,1879,9,15,1939-4-7,1939,4,7,1,,,
mcarthurfergus1984,McArthur,Fergus Stewart,Fergus,,,,1937-10-27,1937,10,27,,,,,,,,
mcbrideemma2016,McBride,Emma Margaret,Emma,,,,1975-4-27,1975,4,27,,,,,,,,
mcbridephilip1931,McBride,Philip Albert Martin,Philip,,Later Sir Philip,,1892-6-18,1892,6,18,1982-7-14,1982,7,14,,,,
mccallwilliam1934,McCall,William Victor,William,,,,1908-5-24,1908,5,24,1968-8-20,1968,8,20,,,,
mccayjames1901,McCay,James Whiteside,James,,,,1864-12-21,1864,12,21,1930-10-1,1930,10,1,,,,
mcclellandhugh1931,McClelland,Hugh,Hugh,,,,1875-12-27,1875,12,27,1958-12-14,1958,12,14,,,,
mcclellandrobert1996,McClelland,Robert Bruce,Robert,,,,1958-1-26,1958,1,26,,,,,,,,
mccolljames1901,McColl,James Hiers,James,,,,1844-1-31,1844,1,31,1929-2-20,1929,2,20,,,,
