uniqueID,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,DELETE_division,DELETE_state,DELETE_dateOfElection,DELETE_party_ORIGINAL_REMOVE,party,partyFrom,partyTo,comment
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,1.1.1919,
,,,,,,,,,NAT & FARMERS from 1919,NAT & FARMERS,1.1.1919,1.1.1921,
,,,,,,,,,CP from 1921,CP ,1.1.1921,16.12.1922,
fletcherpaul2009,Fletcher,Paul William,,,,Bradfield,NSW,5.12.2009,LIB,LIB,5.12.2009,,
flintnicolle2016,Flint,Nicolle Jane,,,,Boothby,SA,2.7.2016,LIB,LIB,2.7.2016,,
foleygeorge1920,Foley,George James,,,,Kalgoorlie,WA,18.12.1920,NAT,NAT,18.12.1920,16.12.1922,
forbesalexander1956,Forbes,Alexander James,,,,Barker,SA,13.10.1956,LIB,LIB,13.10.1956,11.11.1975,
fordfrank1990,Ford,Frank Allen,,,,Dunkley,VIC,24.3.1990,LIB,LIB,24.3.1990,13.3.1993,
fordefrancis1922,Forde,Francis Michael,,,,Capricornia,QLD,16.12.1922,ALP,ALP,16.12.1922,1.1.1931,
,,,,,,,,,FLP from 1931,FLP ,1.1.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,28.9.1946,
forrestjohn1901,Forrest,John,Sir,,Later Lord Forrest,Swan,WA,29.3.1901,PROT,PROT,29.3.1901,1.1.1906,
,,,,,,,,,WAP from 1906,WAP,1.1.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,2.9.1918,
forrestjohn1993,Forrest,John Alexander,,,,Mallee,VIC,13.3.1993,NPA,NPA,13.3.1993,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,5.8.2013,
fosterfrancis1906,Foster,Francis James,,,,New England,NSW,12.12.1906,ALP,ALP,12.12.1906,31.5.1913,
fosternorman1969,Foster,Norman Kenneth,,,,Sturt,SA,25.10.1969,ALP,ALP,25.10.1969,2.12.1972,
fosterrichard1909,Foster,Richard Witty,,,,Wakefield,SA,28.8.1909,ANTI-SOC,ANTI-SOC,28.8.1909,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,1.1.1922,
,,,,,,,,,LIB from 1922,LIB ,1.1.1922,1.1.1925,
,,,,,,,,,NAT from 1925,NAT ,1.1.1925,17.11.1928,
fowlerjames1901,Fowler,James Mackinnon,,,,Perth,WA,29.3.1901,ALP,ALP,29.3.1901,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,16.12.1922,
foxedmund1955,Fox,Edmund Maxwell Cameron,,,,Henty,VIC,10.12.1955,LIB,LIB,10.12.1955,18.5.1974,
foxtonjustin1906,Foxton,Justin Fox Greenlaw,,,,Brisbane,QLD,12.12.1906,ANTI-SOC,ANTI-SOC,12.12.1906,13.4.1910,
francisfrederick1919,Francis,Frederick Henry,,,,Henty,VIC,13.12.1919,IND NAT,IND NAT,13.12.1919,1.1.1922,
,,,,,,,,,NAT from 1922,NAT ,1.1.1922,3.10.1925,
francisgrosvenor1925,Francis,Grosvenor Arundell,,,,Kennedy,QLD,14.11.1925,NAT,NAT,14.11.1925,12.10.1929,
francisjosiah1922,Francis,Josiah,,,,Moreton,QLD,16.12.1922,NAT,NAT,16.12.1922,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,1.1.1941,
,,,,,,,,,LIB from 1944,LIB ,1.1.1941,4.11.1955,
fraserallan1943,Fraser,Allan Duncan,,,,Eden-Monaro,NSW,21.8.1943,ALP,ALP,21.8.1943,2.11.1972,
fraserjim1951,Fraser,James Reay,,Jim,,Australian Capital Territory,ACT,28.4.1951,ALP,ALP,28.4.1951,1.4.1970,
frasermalcolm1955,Fraser,John Malcolm,,Malcolm,,Wannon,VIC,10.12.1955,LIB,LIB,10.12.1955,31.3.1983,
frazercharles1903,Frazer,Charles Edward,,,,Kalgoorlie,WA,16.12.1903,ALP,ALP,16.12.1903,25.11.1913,
freeross1980,Free,Ross Vincent,,,,Macquarie,NSW,18.10.1980,ALP,ALP,18.10.1980,2.3.1996,
freelandermichael2016,Freelander,Michael Randolph,,,,Macarthur,NSW,2.7.2016,ALP,ALP,2.7.2016,,
freethgordon1949,Freeth,Gordon,,,,Forrest,WA,10.12.1949,LIB,LIB,10.12.1949,25.10.1969,
frostcharles1929,Frost,Charles William,,,,Franklin,TAS,14.12.1929,ALP,ALP,14.12.1929,19.12.1931,
,,,,,,Franklin,TAS,15.9.1934,FLP,FLP,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,28.9.1946,
fryken1974,Fry,Kenneth Lionel,,Ken,,Fraser,ACT,18.5.1974,ALP,ALP,18.5.1974,26.10.1984,
frydenbergjoshua2010,Frydenberg,Joshua Anthony,,,,Kooyong,VIC,21.8.2010,LIB,LIB,21.8.2010,,
fullerarthur1943,Fuller,Arthur Neiberding,,,,Hume,NSW,21.8.1943,ALP,ALP,21.8.1943,30.11.1963,
fullergeorge1901,Fuller,George Warburton,,,,Illawarra,NSW,29.3.1901,FT,FT,29.3.1901,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,31.5.1913,
fultonwilliam1958,Fulton,William John,,,,Leichhardt,QLD,22.11.1958,ALP,ALP,22.11.1958,11.11.1975,
fyshphilip1901,Fysh,Philip Oakley,Sir,,,Tasmania,TAS,29.3.1901,FT,FT,29.3.1901,16.12.1903,
,,,,,,Denison,TAS,16.12.1903,PROT,PROT,16.12.1903,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,19.2.1910,Name change
gabbjoel1919,Gabb,Joel Moses,,,,Angas,SA,13.12.1919,ALP,ALP,13.12.1919,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,7.8.1934,
gahajohn1943,Gaha,John Francis,,,,Denison,TAS,21.8.1943,ALP,ALP,21.8.1943,31.10.1949,
galluschristine1990,Gallus,Christine Ann,,,,Hawker,SA,24.3.1990,LIB,LIB,24.3.1990,31.8.2004,
galvinpatrick1951,Galvin,Patrick,,,,Kingston,SA,28.4.1951,ALP,ALP,28.4.1951,26.11.1966,
gambaroteresa1996,Gambaro,Teresa,,,,Petrie,QLD,2.3.1996,LIB,LIB,2.3.1996,9.5.2016,
ganderjoseph1931,Gander,Joseph Herbert,,,,Reid,NSW,19.12.1931,LANG LAB,LANG LAB,19.12.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,1.1.1940,
,,,,,,,,,ALP (N-C) from 1940,ALP (N-C) ,1.1.1940,21.9.1940,
gardenjohn1934,Garden,John Smith,,,,Cook,NSW,15.9.1934,LANG LAB,LANG LAB,15.9.1934,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,21.9.1937,
gardnersydney1922,Gardner,Sydney Lane,,,,Robertson,NSW,16.12.1922,NAT,NAT,16.12.1922,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,21.9.1940,
garlandransley1969,Garland,Ransley Victor,,,Sir Ransley,Curtin,WA,19.4.1969,LIB,LIB,19.4.1969,22.1.1981,
garrettpeter2004,Garrett,Peter Robert,,,,Kingsford Smith,NSW,9.10.2004,ALP,ALP,9.10.2004,5.8.2013,
garrickhorace1969,Garrick,Horace James,,,,Batman,VIC,25.10.1969,ALP,ALP,25.10.1969,10.11.1977,
gashjoanna1996,Gash,Joanna,,,,Gilmore,NSW,2.3.1996,LIB,LIB,2.3.1996,5.8.2013,
gaylerjohn1983,Gayler,John,,,,Leichhardt,QLD,5.3.1983,ALP,ALP,5.3.1983,8.2.1993,
geargeorge1983,Gear,George,,,,Tangney,WA,5.3.1983,ALP,ALP,5.3.1983,2.3.1996,
geeandrew2016,Gee,Andrew Robert,,,,Calare,NSW,2.7.2016,NP,NP,2.7.2016,,
gellibrandjohn1925,Gellibrand,John,Sir,,,Denison,TAS,14.11.1925,NAT,NAT,14.11.1925,17.11.1928,
georganassteven2004,Georganas,Steven,,,,Hindmarsh,SA,9.10.2004,ALP,ALP,9.10.2004,,
georgejennie2001,George,Jennie,,,,Throsby,NSW,10.11.2001,ALP,ALP,10.11.2001,19.7.2010,
georgioupetro1994,Georgiou,Petro,,,,Kooyong,VIC,19.11.1994,LIB,LIB,19.11.1994,19.7.2010,
gerickjane1998,Gerick,Jane Frances,,,,Canning,WA,3.10.1998,ALP,ALP,3.10.1998,10.11.2001,
gibbjames1903,Gibb,James,,,,Flinders,VIC,16.12.1903,FT,FT,16.12.1903,12.12.1906,
gibbonsgeorge1929,Gibbons,George Albert,,,,Calare,NSW,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
gibbonsstephen1998,Gibbons,Stephen William,,,,Bendigo,VIC,3.10.1998,ALP,ALP,3.10.1998,5.8.2013,
gibbswylie1963,Gibbs,Wylie Talbot,,,,Bowman,QLD,30.11.1963,LIB,LIB,30.11.1963,25.10.1969,
gibsonadrian1964,Gibson,Adrian,,,,Denison,TAS,15.2.1964,LIB,LIB,15.2.1964,29.9.1969,
gibsongarrie1990,Gibson,Garrie David,,,,Moreton,QLD,24.3.1990,ALP,ALP,24.3.1990,2.3.1996,
gibsonwilliam1918,Gibson,William Gerrand,,,,Corangamite,VIC,14.12.1918,FU,FU,14.12.1918,1.1.1919,
,,,,,,,,,VFU from 1919,VFU,1.1.1919,1.1.1920,
,,,,,,,,,CP from 1920,CP ,1.1.1920,7.8.1934,
gilesandrew2013,Giles,Andrew James,,,,Scullin,VIC,7.9.2013,ALP,ALP,7.9.2013,,
gilesgeoffrey1964,Giles,Geoffrey O'Halloran,,,,Angas,SA,20.6.1964,LIB,LIB,20.6.1964,4.2.1983,
gillardjulia1998,Gillard,Julia Eileen,,,,Lalor,VIC,3.10.1998,ALP,ALP,3.10.1998,5.8.2013,
gillardreginald1975,Gillard,Reginald,,,,Macquarie,NSW,13.12.1975,LIB,LIB,13.12.1975,18.10.1980,
gillespiedavid2013,Gillespie,David Arthur,,,,Lyne,NSW,7.9.2013,NP,NP,7.9.2013,,
gilmorethomas1949,Gilmore,Thomas Vernon,,,,Leichhardt,QLD,10.12.1949,CP,CP,10.12.1949,28.4.1951,
glynnpatrick1901,Glynn,Patrick McMahon,,,,South Australia,SA,30.3.1901,FT,FT,30.3.1901,1.1.1906,
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,1.1.1910,Name change
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,13.12.1919,
goodenoughian2013,Goodenough,Ian Reginald,,,,Moore,WA,7.9.2013,LIB,LIB,7.9.2013,,
goodluckbruce1975,Goodluck,Bruce John,,,,Franklin,TAS,13.12.1975,LIB,LIB,13.12.1975,8.2.1993,
gordondavid1911,Gordon,David John,,,,Boothby,SA,11.11.1911,LIB,LIB,11.11.1911,31.5.1913,
gormanpatrick2018,Gorman,Patrick,,,,Perth,WA,28.7.2018,ALP,ALP,28.7.2018,,
gormanrussell1983,Gorman,Russell Neville Joseph,,,,Chifley,NSW,5.3.1983,ALP,ALP,5.3.1983,29.1.1996,
gortonjohn1968,Gorton,John Grey,,,,Higgins,VIC,24.2.1968,LIB,LIB,24.2.1968,1.5.1975,
,,,,,,,,,IND from May 1975,IND,1.5.1975,11.11.1975,
goslingluke2016,Gosling,Luke John Anthony,,,,Solomon,NT,2.7.2016,ALP,ALP,2.7.2016,,
graceedward1984,Grace,Edward Laurence,,,,Fowler,NSW,1.12.1984,ALP,ALP,1.12.1984,31.8.1998,
graceelizabeth1996,Grace,Elizabeth Jane,,,,Lilley,QLD,2.3.1996,LIB,LIB,2.3.1996,3.10.1998,
grahambruce1949,Graham,Bruce William,,,,St George,NSW,10.12.1949,LIB,LIB,10.12.1949,19.9.1980,
grassbyal1969,Grassby,Albert Jaime,,Al,,Riverina,NSW,25.10.1969,ALP,ALP,25.10.1969,18.5.1974,
graygary2007,Gray,Gary,,,,Brand,WA,24.11.2007,ALP,ALP,24.11.2007,2.7.2016,
graygeorge1961,Gray,George Henry,,,,Capricornia,QLD,9.12.1961,ALP,ALP,9.12.1961,2.8.1967,
graydenwilliam1949,Grayden,William Leonard,,,,Swan,WA,10.12.1949,LIB,LIB,10.12.1949,29.5.1954,
greenalbert1922,Green,Albert Ernest,,,,Kalgoorlie,WA,16.12.1922,ALP,ALP,16.12.1922,1.1.1931,
,,,,,,,,,FLP from 1931,FLP ,1.1.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,2.10.1940,
greenroland1922,Green,Roland Frederick Herbert,,,,Richmond,NSW,16.12.1922,CP,CP,16.12.1922,23.10.1937,
greenuparthur1953,Greenup,Arthur Edward,,,,Dalley,NSW,9.5.1953,ALP,ALP,9.5.1953,4.11.1955,
gregoryhenry1913,Gregory,Henry,,,,Dampier,WA,31.5.1913,LIB,LIB,31.5.1913,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,1.1.1920,
,,,,,,Swan,WA,16.12.1922,CP from 1920,CP ,1.1.1920,15.11.1940,
griersonsharon2001,Grierson,Sharon Joy,,,,Newcastle,NSW,10.11.2001,ALP,ALP,10.11.2001,5.8.2013,
griffinalan1993,Griffin,Alan Peter,,,,Corinella,VIC,13.3.1993,ALP,ALP,13.3.1993,9.5.2016,
griffithsalan1983,Griffiths,Alan Gordon,,,,Maribyrnong,VIC,5.3.1983,ALP,ALP,5.3.1983,29.1.1996,
griffithscharles1949,Griffiths,Charles Edward,,,,Shortland,NSW,10.12.1949,ALP,ALP,10.12.1949,2.11.1972,
griggsnatasha2010,Griggs,Natasha Louise,,,,Solomon,NT,21.8.2010,CLP,CLP,21.8.2010,2.7.2016,
groomarthur1901,Groom,Arthur Champion,,,,Flinders,VIC,29.3.1901,FT,FT,29.3.1901,23.11.1903,
groomlittleton1901,Groom,Littleton Ernest,,,Later Sir Littleton,Darling Downs,QLD,14.9.1901,PROT,PROT,14.9.1901,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,17.2.1917,
,,,,,,,,,NAT from 1917,NAT ,17.2.1917,12.10.1929,
,,,,,,Darling Downs,QLD,19.12.1931,IND,IND,19.12.1931,1.1.1934,
,,,,,,,,,UAP from 1934,UAP ,1.1.1934,6.11.1936,
groomray1975,Groom,Raymond John,,Ray,,Braddon,TAS,13.12.1975,LIB,LIB,13.12.1975,26.10.1984,
groomwilliam1901,Groom,William Henry,,,,Darling Downs,QLD,30.3.1901,PROT,PROT,30.3.1901,8.8.1901,
gulletthenry1946,Gullett,Henry Baynton Somer,,,,Henty,VIC,30.3.1946,LIB,LIB,30.3.1946,4.11.1955,
gulletthenry1925,Gullett,Henry Somer,,,Later Sir Henry,Henty,VIC,14.11.1925,NAT,NAT,14.11.1925,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,1.1.1931,
gunrichard1969,Gun,Richard Townsend,,,,Kingston,SA,25.10.1969,ALP,ALP,25.10.1969,13.12.1975,
guyjames1929,Guy,James Allan,,,,Bass,TAS,12.10.1929,ALP,ALP,12.10.1929,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,28.9.1946,
haasebarry1998,Haase,Barry Wayne,,,,Kalgoorlie,WA,3.10.1998,LIB,LIB,3.10.1998,5.8.2013,
hadleyjames1943,Hadley,James William,,,,Lilley,QLD,21.8.1943,ALP,ALP,21.8.1943,10.12.1949,
halberthugh1958,Halbert,Hugh Victor,,,,Moore,WA,22.11.1958,LIB,LIB,22.11.1958,9.12.1961,
haledamian2007,Hale,Damian Francis,,,,Solomon,NT,24.11.2007,ALP,ALP,24.11.2007,21.8.2010,
halldavid1906,Hall,David Robert,,,,Werriwa,NSW,12.12.1906,ALP,ALP,12.12.1906,1.4.1912,
halljill1998,Hall,Jill Griffiths,,,,Shortland,NSW,3.10.1998,ALP,ALP,3.10.1998,9.5.2016,
hallsteele1981,Hall,Raymond Steele,,Steele,,Boothby,SA,21.2.1981,LIB,LIB,21.2.1981,29.1.1996,
hallettjohn1963,Hallett,John Mead,,,,Canning,WA,30.11.1963,CP,CP,30.11.1963,18.5.1974,
halversonrobert1984,Halverson,Robert George,,,,Casey,VIC,1.12.1984,LIB,LIB,1.12.1984,31.8.1998,
hamerdavid1969,Hamer,David John,,,,Isaacs,VIC,25.10.1969,LIB,LIB,25.10.1969,10.11.1977,
hamiltonleonard1946,Hamilton,Leonard William,,,,Swan,WA,28.9.1946,CP,CP,28.9.1946,2.11.1961,
hammondtimothy2016,Hammond,Timothy Jerome,,,,Perth,WA,2.7.2016,ALP,ALP,2.7.2016,10.5.2018,
hampsonalfred1915,Hampson,Alfred John,,,,Bendigo,VIC,6.2.1915,ALP,ALP,6.2.1915,5.5.1917,
handgerard1983,Hand,Gerard Leslie,,,,Melbourne,VIC,5.3.1983,ALP,ALP,5.3.1983,8.2.1993,
handbyherbert1949,Handby,Herbert Harry,,,,Kingston,SA,10.12.1949,LIB,LIB,10.12.1949,28.4.1951,
hannanjoseph1913,Hannan,Joseph Francis,,,,Fawkner,VIC,31.5.1913,ALP,ALP,31.5.1913,5.5.1917,
hansenbrendan1961,Hansen,Brendan Percival,,,,Wide Bay,QLD,9.12.1961,ALP,ALP,9.12.1961,18.5.1974,
hansonpauline1996,Hanson,Pauline Lee,,,,Oxley,QLD,2.3.1996,IND,IND,2.3.1996,1.6.1997,
,,,,,,,,,PHON from June 1997,PHON ,1.6.1997,3.10.1998,
hardgravegary1996,Hardgrave,Gary Douglas,,,,Moreton,QLD,2.3.1996,LIB,LIB,2.3.1996,24.11.2007,
hardingernest1961,Harding,Ernest William,,,,Herbert,QLD,9.12.1961,ALP,ALP,9.12.1961,26.11.1966,
harperrobert1901,Harper,Robert,,,,Mernda,VIC,29.3.1901,PROT,PROT,29.3.1901,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,23.4.1913,
harrisgraham1980,Harris,Graham McDonald,,,,Chisholm,VIC,18.10.1980,LIB,LIB,18.10.1980,5.3.1983,
harrisoneli1949,Harrison,Eli James,,,,Blaxland,NSW,10.12.1949,ALP,ALP,10.12.1949,29.9.1969,
harrisonericfairweather1931,Harrison,Eric Fairweather,,,,Bendigo,VIC,19.12.1931,UAP,UAP,19.12.1931,21.9.1937,
harrisonericjohn1931,Harrison,Eric John,,,,Wentworth,NSW,19.12.1931,UAP,UAP,19.12.1931,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,17.10.1956,
hartross2016,Hart,Ross Anthony,,,,Bass,TAS,2.7.2016,ALP,ALP,2.7.2016,,
hartnollwilliam1902,Hartnoll,William,,,,Tasmania,TAS,26.3.1902,FT,FT,26.3.1902,16.12.1903,
hartsuykerluke2001,Hartsuyker,Luke,,,,Cowper,NSW,10.11.2001,NPA,NPA,10.11.2001,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,,
harveyelizabeth1987,Harvey,Elizabeth Robyn,,,,Hawker,SA,11.7.1987,ALP,ALP,11.7.1987,24.3.1990,
haslemjohn1975,Haslem,John Whitton,,,,Canberra,ACT,13.12.1975,LIB,LIB,13.12.1975,18.10.1980,
hasluckpaul1949,Hasluck,Paul Meernaa Caedwalla,,,,Curtin,WA,10.12.1949,LIB,LIB,10.12.1949,10.2.1969,
hastieandrew2015,Hastie,Andrew William,,,,Canning,WA,19.9.2015,LIB,LIB,19.9.2015,,
hattonmichael1996,Hatton,Michael John,,,,Blaxland,NSW,15.6.1996,ALP,ALP,15.6.1996,17.10.2007,
havilandchristopher1993,Haviland,Christopher Douglas,,,,Macarthur,NSW,13.3.1993,ALP,ALP,13.3.1993,29.1.1996,
hawkealexander2007,Hawke,Alexander George,,,,Mitchell,NSW,24.11.2007,LIB,LIB,24.11.2007,,
hawkebob1980,Hawke,Robert James Lee,,Bob,,Wills,VIC,18.10.1980,ALP,ALP,18.10.1980,20.2.1992,
hawkercharles1929,Hawker,Charles Allan Seymour,,,,Wakefield,SA,12.10.1929,NAT,NAT,12.10.1929,1.1.1931,
,,,,,,,,,UAP from 1931,UAP ,1.1.1931,25.10.1938,
hawkerdavid1983,Hawker,David Peter Maxwell,,,,Wannon,VIC,7.5.1983,LIB,LIB,7.5.1983,19.7.2010,
haworthwilliam1949,Haworth,William Crawford,,,,Isaacs,VIC,10.12.1949,LIB,LIB,10.12.1949,29.9.1969,
hayalexander1919,Hay,Alexander,,,,New England,NSW,13.12.1919,NAT & FARMERS,NAT & FARMERS,13.12.1919,1.1.1920,
,,,,,,,,,CP from 1920,CP ,1.1.1920,1.10.1922,
,,,,,,,,,IND from Oct. 1922,IND,1.10.1922,16.12.1922,
haydenbill1961,Hayden,William George,,Bill,,Oxley,QLD,9.12.1961,ALP,ALP,9.12.1961,17.8.1988,
hayeschristopher2005,Hayes,Christopher Patrick,,,,Werriwa,NSW,19.3.2005,ALP,ALP,19.3.2005,,
haylenleslie1943,Haylen,Leslie Clement,,,,Parkes,NSW,21.8.1943,ALP,ALP,21.8.1943,30.11.1963,
hedgeswilliam1906,Hedges,William Noah,,,,Fremantle,WA,12.12.1906,WAP,WAP,12.12.1906,1.1.1910,
,,,,,,,,,LIB from 1910,LIB ,1.1.1910,31.5.1913,
heitmannedward1917,Heitmann,Edward Ernest,,,,Kalgoorlie,WA,5.5.1917,NAT,NAT,5.5.1917,13.12.1919,
hendersonsarah2013,Henderson,Sarah Moya,,,,Corangamite,VIC,7.9.2013,LIB,LIB,7.9.2013,,
hendypeter2013,Hendy,Peter William,,,,Eden-Monaro,NSW,7.9.2013,LIB,LIB,7.9.2013,2.7.2016,
henrystuart2004,Henry,Stuart Irwin,,,,Hasluck,WA,9.10.2004,LIB,LIB,9.10.2004,24.11.2007,
henzellmarjorie1993,Henzell,Marjorie Madeline,,,,Capricornia,QLD,13.3.1993,ALP,ALP,13.3.1993,2.3.1996,
hewsonhenry1972,Hewson,Henry Arthur,,,,McMillan,VIC,2.12.1972,CP,CP,2.12.1972,1.5.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,13.12.1975,
hewsonjohn1987,Hewson,John Robert,,,,Wentworth,NSW,11.7.1987,LIB,LIB,11.7.1987,28.2.1995,
hicksnoel1980,Hicks,Noel Jeffrey,,,,Riverina,NSW,18.10.1980,NCP,NCP,18.10.1980,1.10.1982,
,,,,,,,,,NPA from Oct. 1982,NPA ,1.10.1982,31.8.1998,
higginshenry1901,Higgins,Henry Bournes,,,,Northern Melbourne,VIC,29.3.1901,PROT,PROT,29.3.1901,13.10.1906,
higgswilliam1910,Higgs,William Guy,,,,Capricornia,QLD,13.4.1910,ALP,ALP,13.4.1910,15.1.1920,
,,,,,,,,,IND 1920,IND 1920,15.1.1920,1.9.1920,
,,,,,,,,,NAT from 1920,NAT ,1.9.1920,16.12.1922,
hilljulian2016,Hill,Julian Christopher,,,,Bruce,VIC,2.7.2016,ALP,ALP,2.7.2016,,
hillwilliam1919,Hill,William Caldwell,,,,Echuca,VIC,20.9.1919,VFU,VFU,20.9.1919,1.1.1920,
,,,,,,,,,CP from 1920,CP ,1.1.1920,7.8.1934,
hoarekelly1998,Hoare,Kelly Joy,,,,Charlton,NSW,3.10.1998,ALP,ALP,3.10.1998,17.10.2007,
hockeyjoseph1996,Hockey,Joseph Benedict,,,,North Sydney,NSW,2.3.1996,LIB,LIB,2.3.1996,23.10.2015,
hodgesjohn1974,Hodges,John Charles,,,,Petrie,QLD,18.5.1974,LIB,LIB,18.5.1974,11.7.1987,
hodgmanmichael1975,Hodgman,William Michael,,Michael,,Denison,TAS,13.12.1975,LIB,LIB,13.12.1975,11.7.1987,
hogankevin2013,Hogan,Kevin John,,,,Page,NSW,7.9.2013,NP,NP,7.9.2013,,
holderfrederick1901,Holder,Frederick William,Sir,,,South Australia,SA,30.3.1901,FT,FT,30.3.1901,16.12.1903,
,,,,,,Wakefield,SA,16.12.1903,PROT,PROT,16.12.1903,1.1.1906,ABD says he was an independent.
,,,,,,,,,ANTI-SOC from 1906,ANTI-SOC ,1.1.1906,23.7.1909,Name change
holdingclyde1977,Holding,Allan Clyde,,Clyde,,Melbourne Ports,VIC,10.12.1977,ALP,ALP,10.12.1977,31.8.1998,
holliscolin1983,Hollis,Colin,,,,Macarthur,NSW,5.3.1983,ALP,ALP,5.3.1983,8.10.2001,
hollowayedward1929,Holloway,Edward James,,,,Flinders,VIC,12.10.1929,ALP,ALP,12.10.1929,19.12.1931,
,,,,,,Melbourne Ports,VIC,19.12.1931,FLP,FLP,19.12.1931,1.1.1936,
,,,,,,,,,ALP from 1936,ALP ,1.1.1936,19.3.1951,
holmanwilliam1931,Holman,William Arthur,,,,Martin,NSW,19.12.1931,UAP,UAP,19.12.1931,5.6.1934,
holtharold1935,Holt,Harold Edward,,,,Fawkner,VIC,17.8.1935,UAP,UAP,17.8.1935,1.1.1944,
,,,,,,,,,LIB from 1944,LIB ,1.1.1944,19.12.1967,
holtrobert1955,Holt,Robert Wilfred,,,,Darebin,VIC,10.12.1955,ALP,ALP,10.12.1955,14.10.1958,
holtenrendle1958,Holten,Rendle McNeilage,,,,Indi,VIC,22.11.1958,CP,CP,22.11.1958,30.4.1975,
,,,,,,,,,NCP from May 1975,NCP ,1.5.1975,10.12.1977,
hornerobert1993,Horne,Robert Hodges,,,,Paterson,NSW,13.3.1993,ALP,ALP,13.3.1993,10.11.2001,
howardjohn1974,Howard,John Winston,,,,Bennelong,NSW,18.5.1974,LIB,LIB,18.5.1974,24.11.2007,
howarthluke2013,Howarth,Luke Ronald,,,,Petrie,QLD,7.9.2013,LIB,LIB,7.9.2013,,
howebrian1977,Howe,Brian Leslie,,,,Batman,VIC,10.12.1977,ALP,ALP,10.12.1977,29.1.1996,
howerobert1910,Howe,Robert,,,,Dalley,NSW,13.4.1910,ALP,ALP,13.4.1910,2.4.1915,
howroydcharles1917,Howroyd,Charles Richard,,,,Darwin,TAS,5.5.1917,NAT,NAT,5.5.1917,10.5.1917,
howsejohn1946,Howse,John Brooke,,,,Calare,NSW,28.9.1946,LIB,LIB,28.9.1946,28.9.1960,
howseneville1922,Howse,Neville Reginald,Sir,,,Calare,NSW,16.12.1922,NAT,NAT,16.12.1922,12.10.1929,
howsonpeter1955,Howson,Peter,,,,Fawkner,VIC,10.12.1955,LIB,LIB,10.12.1955,2.12.1972,
hughestom1963,Hughes,Thomas Eyre Forrest,,Tom,,Parkes,NSW,30.11.1963,LIB,LIB,30.11.1963,2.11.1972,
hugheswilliam1901,Hughes,William Morris,,William,,West Sydney,NSW,29.3.1901,ALP,ALP,29.3.1901,5.5.1917,
,,,,,,Bendigo,VIC,5.5.1917,NAT,NAT,5.5.1917,1.5.1929,
,,,,,,,,,IND NAT from 1929,IND NAT ,1.5.1929,1.5.1931,
,,,,,,,,,UAP from 1931,UAP ,1.5.1931,1.5.1944,
,,,,,,,,,LIB from 1944,LIB ,1.5.1944,28.10.1952,
hullkay1998,Hull,Kay Elizabeth,,,,Riverina,NSW,3.10.1998,NPA,NPA,3.10.1998,1.10.2003,
,,,,,,,,,NP from Oct. 2003,NP ,1.10.2003,19.7.2010,
hullsrob1990,Hulls,Rob Justin,,,,Kennedy,QLD,24.3.1990,ALP,ALP,24.3.1990,13.3.1993,
