hansardDates, chamber
2011-06-15, HoR
2011-06-16, HoR
2011-06-20, HoR
2011-06-21, HoR
2011-06-22, HoR
2011-06-23, HoR
2011-07-04, HoR
2011-07-05, HoR
2011-07-06, HoR
2011-07-07, HoR
2011-08-16, HoR
2011-08-17, HoR
2011-08-18, HoR
2011-08-22, HoR
2011-08-23, HoR
2011-08-24, HoR
2011-08-25, HoR
2011-09-12, HoR
2011-09-13, HoR
2011-09-14, HoR
2011-09-15, HoR
2011-09-19, HoR
2011-09-20, HoR
2011-09-21, HoR
2011-09-22, HoR
2011-10-11, HoR
2011-10-12, HoR
2011-10-13, HoR
2011-10-31, HoR
2011-11-01, HoR
2011-11-02, HoR
2011-11-03, HoR
2011-11-17, HoR
2011-11-21, HoR
2011-11-22, HoR
2011-11-23, HoR
2011-11-24, HoR
2012-02-07, HoR
2012-02-08, HoR
2012-02-09, HoR
2012-02-13, HoR
2012-02-14, HoR
2012-02-15, HoR
2012-02-16, HoR
2012-02-27, HoR
2012-02-28, HoR
2012-02-29, HoR
2012-03-01, HoR
2012-03-13, HoR
2012-03-14, HoR
2012-03-15, HoR
2012-03-19, HoR
2012-03-20, HoR
2012-03-21, HoR
2012-03-22, HoR
2012-05-08, HoR
2012-05-09, HoR
2012-05-10, HoR
2012-05-21, HoR
2012-05-22, HoR
2012-05-23, HoR
2012-05-24, HoR
2012-05-28, HoR
2012-05-29, HoR
2012-05-30, HoR
2012-05-31, HoR
2012-06-18, HoR
2012-06-19, HoR
2012-06-20, HoR
2012-06-21, HoR
2012-06-25, HoR
2012-06-26, HoR
2012-06-27, HoR
2012-06-28, HoR
2012-08-14, HoR
2012-08-15, HoR
2012-08-16, HoR
2012-08-20, HoR
2012-08-21, HoR
2012-08-22, HoR
2012-08-23, HoR
2012-09-10, HoR
2012-09-11, HoR
2012-09-12, HoR
2012-09-13, HoR
2012-09-17, HoR
2012-09-18, HoR
2012-09-19, HoR
2012-09-20, HoR
2012-10-09, HoR
2012-10-10, HoR
2012-10-11, HoR
2012-10-29, HoR
2012-10-30, HoR
2012-10-31, HoR
2012-11-01, HoR
2012-11-26, HoR
2012-11-27, HoR
2012-11-28, HoR
2012-11-29, HoR
2013-02-05, HoR
2013-02-06, HoR
2013-02-07, HoR
2013-02-11, HoR
2013-02-12, HoR
2013-02-13, HoR
2013-02-14, HoR
2013-03-12, HoR
2013-03-13, HoR
2013-03-14, HoR
2013-03-18, HoR
2013-03-19, HoR
2013-03-20, HoR
2013-03-21, HoR
2013-05-14, HoR
2013-05-15, HoR
2013-05-16, HoR
2013-05-27, HoR
2013-05-28, HoR
2013-05-29, HoR
2013-05-30, HoR
2013-06-03, HoR
2013-06-04, HoR
2013-06-05, HoR
2013-06-06, HoR
2013-06-17, HoR
2013-06-18, HoR
2013-06-19, HoR
2013-06-20, HoR
2013-06-24, HoR
2013-06-25, HoR
2013-06-26, HoR
2013-06-27, HoR
2013-11-12, HoR
2013-11-13, HoR
2013-11-14, HoR
2013-11-18, HoR
2013-11-19, HoR
2013-11-20, HoR
2013-11-21, HoR
2013-12-02, HoR
2013-12-03, HoR
2013-12-04, HoR
2013-12-05, HoR
2013-12-09, HoR
2013-12-10, HoR
2013-12-11, HoR
2013-12-12, HoR
2014-02-11, HoR
2014-02-12, HoR
2014-02-13, HoR
2014-02-24, HoR
2014-02-25, HoR
2014-02-26, HoR
2014-02-27, HoR
2014-03-03, HoR
2014-03-04, HoR
2014-03-05, HoR
2014-03-06, HoR
2014-03-17, HoR
2014-03-18, HoR
2014-03-19, HoR
2014-03-20, HoR
2014-03-24, HoR
2014-03-25, HoR
2014-03-26, HoR
2014-03-27, HoR
2014-05-13, HoR
2014-05-14, HoR
2014-05-15, HoR
2014-05-26, HoR
2014-05-27, HoR
2014-05-28, HoR
2014-05-29, HoR
2014-06-02, HoR
2014-06-03, HoR
2014-06-04, HoR
2014-06-05, HoR
2014-06-16, HoR
2014-06-17, HoR
2014-06-18, HoR
2014-06-19, HoR
2014-06-23, HoR
2014-06-24, HoR
2014-06-25, HoR
2014-06-26, HoR
2014-07-08, HoR
2014-07-14, HoR
2014-07-15, HoR
2014-07-16, HoR
2014-07-17, HoR
2014-08-26, HoR
2014-08-27, HoR
2014-08-28, HoR
2014-09-01, HoR
2014-09-02, HoR
2014-09-03, HoR
2014-09-04, HoR
2014-09-22, HoR
2014-09-23, HoR
2014-09-24, HoR
2014-09-25, HoR
2014-09-30, HoR
2014-10-01, HoR
2014-10-02, HoR
2014-10-20, HoR
2014-10-21, HoR
2014-10-22, HoR
2014-10-23, HoR
2014-10-27, HoR
2014-10-28, HoR
2014-10-29, HoR
2014-10-30, HoR
2014-11-14, HoR
2014-11-17, HoR
2014-11-18, HoR
2014-11-24, HoR
2014-11-25, HoR
2014-11-26, HoR
2014-11-27, HoR
2014-12-01, HoR
2014-12-02, HoR
2014-12-03, HoR
2014-12-04, HoR
2015-02-09, HoR
2015-02-10, HoR
2015-02-11, HoR
2015-02-12, HoR
2015-02-23, HoR
2015-02-24, HoR
2015-02-25, HoR
2015-02-26, HoR
2015-03-02, HoR
2015-03-03, HoR
2015-03-04, HoR
2015-03-05, HoR
2015-03-16, HoR
2015-03-17, HoR
2015-03-18, HoR
2015-03-19, HoR
2015-03-23, HoR
2015-03-24, HoR
2015-03-25, HoR
2015-03-26, HoR
2015-05-12, HoR
2015-05-13, HoR
2015-05-14, HoR
2015-05-25, HoR
2015-05-26, HoR
2015-05-27, HoR
2015-05-28, HoR
2015-06-01, HoR
2015-06-02, HoR
2015-06-03, HoR
2015-06-04, HoR
2015-06-15, HoR
2015-06-16, HoR
2015-06-17, HoR
2015-06-18, HoR
2015-06-22, HoR
2015-06-23, HoR
2015-06-24, HoR
2015-06-25, HoR
2015-08-10, HoR
2015-08-11, HoR
2015-08-12, HoR
2015-08-13, HoR
2015-08-17, HoR
2015-08-18, HoR
2015-08-19, HoR
2015-08-20, HoR
2015-09-07, HoR
2015-09-08, HoR
2015-09-09, HoR
2015-09-10, HoR
2015-09-14, HoR
2015-09-15, HoR
2015-09-16, HoR
2015-09-17, HoR
2015-10-12, HoR
2015-10-13, HoR
2015-10-14, HoR
2015-10-15, HoR
2015-10-19, HoR
2015-10-20, HoR
2015-10-21, HoR
2015-10-22, HoR
2015-11-09, HoR
2015-11-10, HoR
2015-11-11, HoR
2015-11-12, HoR
2015-11-23, HoR
2015-11-24, HoR
2015-11-25, HoR
2015-11-26, HoR
2015-11-30, HoR
2015-12-01, HoR
2015-12-02, HoR
2015-12-03, HoR
2016-02-02, HoR
2016-02-03, HoR
2016-02-04, HoR
2016-02-08, HoR
2016-02-09, HoR
2016-02-10, HoR
2016-02-11, HoR
2016-02-22, HoR
2016-02-23, HoR
2016-02-24, HoR
2016-02-25, HoR
2016-02-29, HoR
2016-03-01, HoR
2016-03-02, HoR
2016-03-03, HoR
2016-03-15, HoR
2016-03-16, HoR
2016-03-17, HoR
2016-04-18, HoR
2016-04-19, HoR
2016-05-02, HoR
2016-05-03, HoR
2016-05-04, HoR
2016-05-05, HoR
2016-08-30, HoR
2016-08-31, HoR
2016-09-01, HoR
2016-09-12, HoR
2016-09-13, HoR
2016-09-14, HoR
2016-09-15, HoR
2016-10-10, HoR
2016-10-11, HoR
2016-10-12, HoR
2016-10-13, HoR
2016-10-17, HoR
2016-10-18, HoR
2016-10-19, HoR
2016-10-20, HoR
2016-11-07, HoR
2016-11-08, HoR
2016-11-09, HoR
2016-11-10, HoR
2016-11-21, HoR
2016-11-22, HoR
2016-11-23, HoR
2016-11-24, HoR
2016-11-28, HoR
2016-11-29, HoR
2016-11-30, HoR
2016-12-01, HoR
2017-02-07, HoR
2017-02-08, HoR
2017-02-09, HoR
2017-02-13, HoR
2017-02-14, HoR
2017-02-15, HoR
2017-02-16, HoR
2017-02-27, HoR
2017-02-28, HoR
2017-03-01, HoR
2017-03-02, HoR
2017-03-20, HoR
2017-03-21, HoR
2017-03-22, HoR
2017-03-23, HoR
2017-03-27, HoR
2017-03-28, HoR
2017-03-29, HoR
2017-03-30, HoR
2017-05-09, HoR
2017-05-10, HoR
2017-05-11, HoR
2017-05-22, HoR
2017-05-23, HoR
2017-05-24, HoR
2017-05-25, HoR
2017-05-29, HoR
2017-05-30, HoR
2017-05-31, HoR
2017-06-01, HoR
2017-06-13, HoR
2017-06-14, HoR
2017-06-15, HoR
2017-06-19, HoR
2017-06-20, HoR
2017-06-21, HoR
2017-06-22, HoR
2017-08-08, HoR
2017-08-09, HoR
2017-08-10, HoR
2017-08-14, HoR
2017-08-15, HoR
2017-08-16, HoR
2017-08-17, HoR
2017-09-04, HoR
2017-09-05, HoR
2017-09-06, HoR
2017-09-07, HoR
2017-09-11, HoR
2017-09-12, HoR
2017-09-13, HoR
2017-09-14, HoR
2017-10-16, HoR
2017-10-17, HoR
2017-10-18, HoR
2017-10-19, HoR
2017-10-23, HoR
2017-10-24, HoR
2017-10-25, HoR
2017-10-26, HoR
2017-12-04, HoR
2017-12-05, HoR
2017-12-06, HoR
2017-12-07, HoR
2018-02-05, HoR
2018-02-06, HoR
2018-02-07, HoR
2018-02-08, HoR
2018-02-12, HoR
2018-02-13, HoR
2018-02-14, HoR
2018-02-15, HoR
2018-02-26, HoR
2018-02-27, HoR
2018-02-28, HoR
2018-03-01, HoR
2018-03-26, HoR
2018-03-27, HoR
2018-03-28, HoR
2018-05-08, HoR
2018-05-09, HoR
2018-05-10, HoR
2018-05-21, HoR
2018-05-22, HoR
2018-05-23, HoR
2018-05-24, HoR
2018-05-29, HoR
2018-05-30, HoR
2018-05-31, HoR
2018-06-18, HoR
2018-06-19, HoR
2018-06-20, HoR
2018-06-21, HoR
2018-06-25, HoR
2018-06-26, HoR
2018-06-27, HoR
2018-06-28, HoR
2018-08-13, HoR
2018-08-14, HoR
2018-08-15, HoR
2018-08-16, HoR
2018-08-20, HoR
2018-08-21, HoR
2018-08-22, HoR
2018-08-23, HoR
2018-09-10, HoR
2018-09-11, HoR
2018-09-12, HoR
2018-09-13, HoR
2018-09-17, HoR
2018-09-18, HoR
2018-09-19, HoR
2018-09-20, HoR
2018-10-15, HoR
2018-10-16, HoR
2018-10-17, HoR
2018-10-18, HoR
2018-10-22, HoR
2018-10-23, HoR
2018-10-24, HoR
2018-10-25, HoR
2018-11-26, HoR
2018-11-27, HoR
2018-11-28, HoR
2018-11-29, HoR
2018-12-03, HoR
2018-12-04, HoR
2018-12-05, HoR
2018-12-06, HoR
1901-05-09, Senate
1901-05-10, Senate
1901-05-21, Senate
1901-05-22, Senate
1901-05-23, Senate
1901-05-29, Senate
1901-05-30, Senate
1901-05-31, Senate
1901-06-05, Senate
1901-06-06, Senate
1901-06-12, Senate
1901-06-13, Senate
1901-06-14, Senate
1901-06-19, Senate
1901-06-20, Senate
1901-06-21, Senate
1901-06-25, Senate
1901-06-26, Senate
1901-06-27, Senate
1901-06-28, Senate
1901-07-03, Senate
1901-07-04, Senate
1901-07-05, Senate
1901-07-10, Senate
1901-07-11, Senate
1901-07-12, Senate
1901-07-17, Senate
1901-07-18, Senate
1901-07-19, Senate
1901-07-24, Senate
1901-07-25, Senate
1901-07-26, Senate
1901-07-31, Senate
1901-08-01, Senate
1901-08-02, Senate
1901-08-07, Senate
1901-08-08, Senate
1901-08-09, Senate
1901-08-14, Senate
1901-08-15, Senate
1901-08-16, Senate
1901-08-21, Senate
1901-08-22, Senate
1901-08-23, Senate
1901-08-28, Senate
1901-08-29, Senate
1901-08-30, Senate
1901-09-04, Senate
1901-09-05, Senate
1901-09-06, Senate
1901-09-11, Senate
1901-09-12, Senate
1901-09-13, Senate
1901-09-18, Senate
1901-09-19, Senate
1901-09-20, Senate
1901-09-25, Senate
1901-09-26, Senate
1901-09-27, Senate
1901-10-02, Senate
1901-10-03, Senate
1901-10-04, Senate
1901-10-09, Senate
1901-10-10, Senate
1901-10-11, Senate
1901-10-23, Senate
1901-10-30, Senate
1901-11-06, Senate
1901-11-07, Senate
1901-11-08, Senate
1901-11-13, Senate
1901-11-14, Senate
1901-11-15, Senate
1901-11-20, Senate
1901-11-21, Senate
1901-11-22, Senate
1901-11-27, Senate
1901-11-28, Senate
1901-11-29, Senate
1901-12-04, Senate
1901-12-05, Senate
1901-12-06, Senate
1901-12-11, Senate
1901-12-12, Senate
1901-12-13, Senate
1902-01-22, Senate
1902-01-23, Senate
1902-01-24, Senate
1902-01-29, Senate
1902-01-30, Senate
1902-01-31, Senate
1902-02-05, Senate
1902-02-06, Senate
1902-02-07, Senate
1902-02-26, Senate
1902-02-27, Senate
1902-02-28, Senate
1902-03-05, Senate
1902-03-06, Senate
1902-03-07, Senate
1902-03-11, Senate
1902-03-12, Senate
1902-03-13, Senate
1902-03-14, Senate
1902-03-19, Senate
1902-03-20, Senate
1902-03-21, Senate
1902-04-03, Senate
1902-04-04, Senate
1902-04-09, Senate
1902-04-10, Senate
1902-04-11, Senate
1902-04-23, Senate
1902-04-25, Senate
1902-05-01, Senate
1902-05-02, Senate
1902-05-06, Senate
1902-05-07, Senate
1902-05-08, Senate
1902-05-09, Senate
1902-05-13, Senate
1902-05-14, Senate
1902-05-15, Senate
1902-05-16, Senate
1902-05-20, Senate
1902-05-21, Senate
1902-05-22, Senate
1902-05-23, Senate
1902-05-27, Senate
1902-05-28, Senate
1902-05-29, Senate
1902-05-30, Senate
1902-06-03, Senate
1902-06-04, Senate
1902-06-05, Senate
1902-06-06, Senate
1902-06-10, Senate
1902-06-11, Senate
1902-06-12, Senate
1902-06-13, Senate
1902-06-17, Senate
1902-06-18, Senate
1902-06-19, Senate
1902-06-20, Senate
1902-06-30, Senate
1902-07-01, Senate
1902-07-02, Senate
1902-07-03, Senate
1902-07-04, Senate
1902-07-08, Senate
1902-07-09, Senate
1902-07-10, Senate
1902-07-11, Senate
1902-07-15, Senate
1902-07-16, Senate
1902-07-17, Senate
1902-07-18, Senate
1902-07-22, Senate
1902-07-23, Senate
1902-07-24, Senate
1902-08-20, Senate
1902-08-21, Senate
1902-08-22, Senate
1902-08-26, Senate
1902-08-27, Senate
1902-08-28, Senate
1902-08-29, Senate
1902-09-03, Senate
1902-09-04, Senate
1902-09-05, Senate
1902-09-09, Senate
1902-09-10, Senate
1902-09-24, Senate
1902-09-25, Senate
1902-10-07, Senate
1902-10-08, Senate
1902-10-09, Senate
1902-10-10, Senate
1903-05-26, Senate
1903-05-27, Senate
1903-05-28, Senate
1903-06-03, Senate
1903-06-04, Senate
1903-06-10, Senate
1903-06-11, Senate
1903-06-12, Senate
1903-06-17, Senate
1903-06-18, Senate
1903-06-24, Senate
1903-06-25, Senate
1903-06-26, Senate
1903-07-01, Senate
1903-07-02, Senate
1903-07-03, Senate
1903-07-08, Senate
1903-07-09, Senate
1903-07-15, Senate
1903-07-16, Senate
1903-07-17, Senate
1903-07-22, Senate
1903-07-23, Senate
1903-07-24, Senate
1903-07-29, Senate
1903-07-30, Senate
1903-07-31, Senate
1903-08-05, Senate
1903-08-06, Senate
1903-08-07, Senate
1903-08-11, Senate
1903-08-12, Senate
1903-08-13, Senate
1903-08-14, Senate
1903-08-18, Senate
1903-08-19, Senate
1903-08-20, Senate
1903-08-21, Senate
1903-08-25, Senate
1903-08-26, Senate
1903-08-27, Senate
1903-09-02, Senate
1903-09-03, Senate
1903-09-04, Senate
1903-09-08, Senate
1903-09-09, Senate
1903-09-10, Senate
1903-09-11, Senate
1903-09-22, Senate
1903-09-23, Senate
1903-09-24, Senate
1903-09-30, Senate
1903-10-01, Senate
1903-10-07, Senate
1903-10-08, Senate
1903-10-09, Senate
1903-10-13, Senate
1903-10-14, Senate
1903-10-15, Senate
1903-10-16, Senate
1903-10-21, Senate
1903-10-22, Senate
1904-03-02, Senate
1904-03-03, Senate
1904-03-04, Senate
1904-03-09, Senate
1904-03-10, Senate
1904-03-16, Senate
1904-03-17, Senate
1904-04-13, Senate
1904-04-14, Senate
1904-04-20, Senate
1904-04-21, Senate
1904-04-27, Senate
1904-05-18, Senate
1904-05-19, Senate
1904-05-25, Senate
1904-05-26, Senate
1904-06-01, Senate
1904-06-02, Senate
1904-06-03, Senate
1904-06-08, Senate
1904-06-09, Senate
1904-06-29, Senate
1904-06-30, Senate
1904-07-13, Senate
1904-07-14, Senate
1904-07-27, Senate
1904-07-28, Senate
1904-08-10, Senate
1904-08-11, Senate
1904-08-24, Senate
1904-09-07, Senate
1904-09-08, Senate
1904-09-09, Senate
1904-09-14, Senate
1904-09-15, Senate
1904-09-28, Senate
1904-10-12, Senate
1904-10-19, Senate
1904-10-20, Senate
1904-10-21, Senate
1904-10-26, Senate
1904-10-27, Senate
1904-10-28, Senate
1904-11-02, Senate
1904-11-03, Senate
1904-11-04, Senate
1904-11-09, Senate
1904-11-10, Senate
1904-11-11, Senate
1904-11-16, Senate
1904-11-17, Senate
1904-11-18, Senate
1904-11-23, Senate
1904-11-24, Senate
1904-11-25, Senate
1904-11-30, Senate
1904-12-01, Senate
1904-12-02, Senate
1904-12-07, Senate
1904-12-08, Senate
1904-12-09, Senate
1904-12-13, Senate
1904-12-14, Senate
1904-12-15, Senate
1905-06-28, Senate
1905-06-29, Senate
1905-07-05, Senate
1905-07-07, Senate
1905-07-26, Senate
1905-07-27, Senate
1905-07-28, Senate
1905-08-02, Senate
1905-08-03, Senate
1905-08-04, Senate
1905-08-16, Senate
1905-08-17, Senate
1905-08-18, Senate
1905-08-23, Senate
1905-08-24, Senate
1905-08-25, Senate
1905-08-30, Senate
1905-08-31, Senate
1905-09-13, Senate
1905-09-14, Senate
1905-09-15, Senate
1905-09-20, Senate
1905-09-21, Senate
1905-09-22, Senate
1905-09-27, Senate
1905-09-28, Senate
1905-09-29, Senate
1905-10-04, Senate
1905-10-05, Senate
1905-10-11, Senate
1905-10-12, Senate
1905-10-13, Senate
1905-10-18, Senate
1905-10-19, Senate
1905-10-20, Senate
1905-10-25, Senate
1905-10-26, Senate
1905-10-27, Senate
1905-10-31, Senate
1905-11-01, Senate
1905-11-02, Senate
1905-11-03, Senate
1905-11-08, Senate
1905-11-09, Senate
1905-11-10, Senate
1905-11-14, Senate
1905-11-15, Senate
1905-11-16, Senate
1905-11-17, Senate
1905-11-22, Senate
1905-11-23, Senate
1905-11-24, Senate
1905-11-28, Senate
1905-11-29, Senate
1905-11-30, Senate
1905-12-06, Senate
1905-12-07, Senate
1905-12-08, Senate
1905-12-12, Senate
1905-12-13, Senate
1905-12-14, Senate
1905-12-15, Senate
1905-12-18, Senate
1905-12-19, Senate
1905-12-20, Senate
1906-06-07, Senate
1906-06-13, Senate
1906-06-14, Senate
1906-06-15, Senate
1906-06-20, Senate
1906-06-21, Senate
1906-06-22, Senate
1906-07-18, Senate
1906-07-19, Senate
1906-07-20, Senate
1906-07-25, Senate
1906-07-26, Senate
1906-07-27, Senate
1906-08-01, Senate
1906-08-02, Senate
1906-08-03, Senate
1906-08-08, Senate
1906-08-09, Senate
1906-08-10, Senate
1906-08-15, Senate
1906-08-16, Senate
1906-08-17, Senate
1906-08-21, Senate
1906-08-22, Senate
1906-08-23, Senate
1906-08-24, Senate
1906-08-28, Senate
1906-08-29, Senate
1906-08-30, Senate
1906-08-31, Senate
1906-09-04, Senate
1906-09-05, Senate
1906-09-06, Senate
1906-09-07, Senate
1906-09-11, Senate
1906-09-12, Senate
1906-09-13, Senate
1906-09-14, Senate
1906-09-18, Senate
1906-09-19, Senate
1906-09-20, Senate
1906-09-24, Senate
1906-09-25, Senate
1906-09-26, Senate
1906-09-27, Senate
1906-09-28, Senate
1906-10-01, Senate
1906-10-02, Senate
1906-10-03, Senate
1906-10-04, Senate
1906-10-05, Senate
1906-10-08, Senate
1906-10-09, Senate
1906-10-10, Senate
1906-10-11, Senate
1906-10-12, Senate
1907-02-20, Senate
1907-02-21, Senate
1907-07-03, Senate
1907-07-04, Senate
1907-07-05, Senate
1907-07-10, Senate
1907-07-11, Senate
1907-07-12, Senate
1907-07-17, Senate
1907-07-18, Senate
1907-07-19, Senate
1907-07-24, Senate
1907-07-25, Senate
1907-07-26, Senate
1907-07-31, Senate
1907-08-01, Senate
1907-08-02, Senate
1907-08-07, Senate
1907-08-08, Senate
1907-08-09, Senate
1907-08-14, Senate
1907-08-15, Senate
1907-08-16, Senate
1907-08-21, Senate
1907-08-22, Senate
1907-08-23, Senate
1907-08-28, Senate
1907-08-29, Senate
1907-08-30, Senate
1907-09-04, Senate
1907-09-05, Senate
1907-09-06, Senate
1907-09-11, Senate
1907-09-12, Senate
1907-09-13, Senate
1907-09-18, Senate
1907-09-19, Senate
1907-09-20, Senate
1907-09-25, Senate
1907-09-26, Senate
1907-09-27, Senate
1907-10-02, Senate
1907-10-03, Senate
1907-10-04, Senate
1907-10-09, Senate
1907-10-10, Senate
1907-10-11, Senate
1907-10-16, Senate
1907-10-17, Senate
1907-10-18, Senate
1907-10-23, Senate
1907-10-24, Senate
1907-10-25, Senate
1907-10-30, Senate
1907-10-31, Senate
1907-11-06, Senate
1907-11-07, Senate
1907-11-08, Senate
1907-11-13, Senate
1907-11-14, Senate
1907-11-15, Senate
1907-11-20, Senate
1907-11-21, Senate
1907-11-22, Senate
1908-01-22, Senate
1908-01-23, Senate
1908-01-24, Senate
1908-01-29, Senate
1908-01-30, Senate
1908-01-31, Senate
1908-02-05, Senate
1908-02-06, Senate
1908-02-07, Senate
1908-02-11, Senate
1908-02-12, Senate
1908-02-13, Senate
1908-02-14, Senate
1908-02-18, Senate
1908-02-19, Senate
1908-02-20, Senate
1908-02-21, Senate
1908-02-25, Senate
1908-02-26, Senate
1908-02-27, Senate
1908-02-28, Senate
1908-03-03, Senate
1908-03-04, Senate
1908-03-05, Senate
1908-03-10, Senate
1908-03-12, Senate
1908-03-13, Senate
1908-03-17, Senate
1908-03-18, Senate
1908-03-19, Senate
1908-03-20, Senate
1908-03-24, Senate
1908-03-25, Senate
1908-03-26, Senate
1908-03-27, Senate
1908-03-31, Senate
1908-04-01, Senate
1908-04-02, Senate
1908-04-08, Senate
1908-04-09, Senate
1908-05-06, Senate
1908-05-07, Senate
1908-05-20, Senate
1908-05-21, Senate
1908-05-22, Senate
1908-05-27, Senate
1908-05-28, Senate
1908-05-29, Senate
1908-06-03, Senate
1908-06-04, Senate
1908-06-05, Senate
1908-09-16, Senate
1908-09-17, Senate
1908-09-23, Senate
1908-09-24, Senate
1908-09-30, Senate
1908-10-01, Senate
1908-10-02, Senate
1908-10-07, Senate
1908-10-08, Senate
1908-10-09, Senate
1908-10-14, Senate
1908-10-15, Senate
1908-10-16, Senate
1908-10-28, Senate
1908-10-29, Senate
1908-10-30, Senate
1908-11-04, Senate
1908-11-05, Senate
1908-11-06, Senate
1908-11-11, Senate
1908-11-12, Senate
1908-11-17, Senate
1908-11-25, Senate
1908-11-26, Senate
1908-11-27, Senate
1908-12-02, Senate
1908-12-03, Senate
1908-12-04, Senate
1908-12-08, Senate
1908-12-09, Senate
1908-12-10, Senate
1908-12-11, Senate
1909-05-26, Senate
1909-05-27, Senate
1909-05-28, Senate
1909-06-02, Senate
1909-06-03, Senate
1909-06-24, Senate
1909-06-25, Senate
1909-06-30, Senate
1909-07-01, Senate
1909-07-02, Senate
1909-07-07, Senate
1909-07-08, Senate
1909-07-09, Senate
1909-07-14, Senate
1909-07-21, Senate
1909-07-22, Senate
1909-07-23, Senate
1909-07-28, Senate
1909-07-29, Senate
1909-07-30, Senate
1909-08-04, Senate
1909-08-05, Senate
1909-08-06, Senate
1909-08-11, Senate
1909-08-12, Senate
1909-08-13, Senate
1909-08-25, Senate
1909-08-26, Senate
1909-08-27, Senate
1909-09-01, Senate
1909-09-02, Senate
1909-09-03, Senate
1909-09-08, Senate
1909-09-09, Senate
1909-09-10, Senate
1909-09-15, Senate
1909-09-29, Senate
1909-09-30, Senate
1909-10-01, Senate
1909-10-06, Senate
1909-10-07, Senate
1909-10-08, Senate
1909-10-13, Senate
1909-10-14, Senate
1909-10-15, Senate
1909-10-20, Senate
1909-10-21, Senate
1909-10-22, Senate
1909-10-27, Senate
1909-10-28, Senate
1909-11-03, Senate
1909-11-04, Senate
1909-11-05, Senate
1909-11-10, Senate
1909-11-11, Senate
1909-11-12, Senate
1909-11-17, Senate
1909-11-18, Senate
1909-11-19, Senate
1909-11-24, Senate
1909-11-25, Senate
1909-11-26, Senate
1909-11-30, Senate
1909-12-01, Senate
1909-12-02, Senate
1909-12-03, Senate
1909-12-04, Senate
1909-12-06, Senate
1909-12-07, Senate
1909-12-08, Senate
1910-07-01, Senate
1910-07-06, Senate
1910-07-07, Senate
1910-07-13, Senate
1910-07-14, Senate
1910-08-03, Senate
1910-08-04, Senate
1910-08-05, Senate
1910-08-10, Senate
1910-08-11, Senate
1910-08-12, Senate
1910-08-17, Senate
1910-08-18, Senate
1910-08-19, Senate
1910-08-24, Senate
1910-08-25, Senate
1910-08-26, Senate
1910-08-31, Senate
1910-09-01, Senate
1910-09-02, Senate
1910-09-06, Senate
1910-09-07, Senate
1910-09-08, Senate
1910-09-09, Senate
1910-09-13, Senate
1910-09-14, Senate
1910-09-15, Senate
1910-09-20, Senate
1910-09-21, Senate
1910-09-22, Senate
1910-09-23, Senate
1910-09-27, Senate
1910-09-28, Senate
1910-09-29, Senate
1910-09-30, Senate
1910-10-05, Senate
1910-10-06, Senate
1910-10-07, Senate
1910-10-11, Senate
1910-10-12, Senate
1910-10-13, Senate
1910-10-14, Senate
1910-10-18, Senate
1910-10-19, Senate
1910-10-20, Senate
1910-10-21, Senate
1910-10-25, Senate
1910-10-26, Senate
1910-10-27, Senate
1910-10-28, Senate
1910-11-02, Senate
1910-11-03, Senate
1910-11-04, Senate
1910-11-08, Senate
1910-11-09, Senate
1910-11-10, Senate
1910-11-11, Senate
1910-11-15, Senate
1910-11-16, Senate
1910-11-17, Senate
1910-11-18, Senate
1910-11-22, Senate
1910-11-23, Senate
1910-11-24, Senate
1910-11-25, Senate
1911-09-05, Senate
1911-09-06, Senate
1911-09-08, Senate
1911-09-13, Senate
1911-09-14, Senate
1911-09-15, Senate
1911-10-04, Senate
1911-10-05, Senate
1911-10-06, Senate
1911-10-11, Senate
1911-10-12, Senate
1911-10-13, Senate
1911-10-18, Senate
1911-10-19, Senate
1911-10-20, Senate
1911-10-25, Senate
1911-10-26, Senate
1911-10-27, Senate
1911-11-01, Senate
1911-11-02, Senate
1911-11-03, Senate
1911-11-09, Senate
1911-11-10, Senate
1911-11-15, Senate
1911-11-16, Senate
1911-11-17, Senate
1911-11-22, Senate
1911-11-23, Senate
1911-11-24, Senate
1911-11-28, Senate
1911-11-29, Senate
1911-11-30, Senate
1911-12-01, Senate
1911-12-05, Senate
1911-12-06, Senate
1911-12-07, Senate
1911-12-08, Senate
1911-12-12, Senate
1911-12-13, Senate
1911-12-14, Senate
1911-12-15, Senate
1911-12-18, Senate
1911-12-19, Senate
1911-12-20, Senate
1912-06-19, Senate
1912-06-20, Senate
1912-07-03, Senate
1912-07-04, Senate
1912-07-17, Senate
1912-07-18, Senate
1912-07-19, Senate
1912-07-24, Senate
1912-07-25, Senate
1912-07-26, Senate
1912-07-31, Senate
1912-08-01, Senate
1912-08-02, Senate
1912-08-07, Senate
1912-08-08, Senate
1912-08-09, Senate
1912-08-14, Senate
1912-08-15, Senate
1912-08-16, Senate
1912-08-21, Senate
1912-08-22, Senate
1912-09-25, Senate
1912-09-26, Senate
1912-09-27, Senate
1912-10-02, Senate
1912-10-03, Senate
1912-10-04, Senate
1912-10-09, Senate
1912-10-10, Senate
1912-10-11, Senate
1912-10-23, Senate
1912-10-24, Senate
1912-10-25, Senate
1912-10-30, Senate
1912-10-31, Senate
1912-11-01, Senate
1912-11-06, Senate
1912-11-07, Senate
1912-11-08, Senate
1912-11-13, Senate
1912-11-14, Senate
