uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,comments,wikipedia,adb
fisherpeter1972,Fisher,Peter Stanley,Peter,NA,NA,NA,male,1936-09-19,1936,9,19,NA,NA,NA,NA,NA,NA,NA
fiskenarchibald1934,Fisken,Archibald Clyde Wanliss,Archibald,NA,NA,NA,male,1897-03-11,1897,3,11,1970-06-20,1970,6,20,NA,NA,NA
fitzgeraldjoseph1949,Fitzgerald,Joseph Francis,Joseph,NA,NA,NA,male,1912-02-06,1912,2,6,1985-11-01,1985,11,1,NA,NA,NA
fitzgibboneric1984,Fitzgibbon,Eric John,Eric,NA,NA,NA,male,1936-08-27,1936,8,27,2015-01-24,2015,1,24,NA,NA,NA
fitzgibbonjoel1996,Fitzgibbon,Joel Andrew,Joel,NA,NA,NA,male,1962-01-16,1962,1,16,NA,NA,NA,NA,NA,NA,NA
fitzpatrickjohn1969,FitzPatrick,John,John,NA,NA,NA,male,1915-04-24,1915,4,24,1997-07-28,1997,7,28,NA,NA,NA
flemingwilliam1913,Fleming,William Montgomerie,William,NA,NA,NA,male,1874-05-19,1874,5,19,1961-07-30,1961,7,30,NA,NA,NA
fletcherpaul2009,Fletcher,Paul William,Paul,NA,NA,NA,male,1965-01-16,1965,1,16,NA,NA,NA,NA,NA,NA,NA
flintnicolle2016,Flint,Nicolle Jane,Nicolle,NA,NA,NA,female,1978-07-15,1978,7,15,NA,NA,NA,NA,NA,NA,NA
foleygeorge1920,Foley,George James,George,NA,NA,NA,male,NA,1873,NA,NA,1945-10-27,1945,10,27,NA,NA,NA
forbesalexander1956,Forbes,Alexander James,Alexander,NA,NA,NA,male,1923-12-16,1923,12,16,NA,NA,NA,NA,NA,NA,NA
fordfrank1990,Ford,Frank Allen,Frank,NA,NA,NA,male,1936-08-10,1936,8,10,NA,NA,NA,NA,NA,NA,NA
fordefrancis1922,Forde,Francis Michael,Francis,NA,NA,NA,male,1890-07-18,1890,7,18,1983-01-28,1983,1,28,NA,https://en.wikipedia.org/wiki/Frank_Forde,NA
forrestjohn1901,Forrest,John,John,NA,Later Lord Forrest,Sir,male,1847-08-22,1847,8,22,1918-09-02,1918,9,2,NA,NA,NA
forrestjohn1993,Forrest,John Alexander,John,NA,NA,NA,male,1949-08-24,1949,8,24,NA,NA,NA,NA,NA,NA,NA
fosterfrancis1906,Foster,Francis James,Francis,NA,NA,NA,male,NA,1872,NA,NA,1948-09-09,1948,9,9,NA,NA,NA
fosternorman1969,Foster,Norman Kenneth,Norman,NA,NA,NA,male,1921-03-12,1921,3,12,2006-11-19,2006,11,19,NA,NA,NA
fosterrichard1909,Foster,Richard Witty,Richard,NA,NA,NA,male,1856-08-20,1856,8,20,1932-01-05,1932,1,5,NA,NA,NA
fowlerjames1901,Fowler,James Mackinnon,James,NA,NA,NA,male,1865-06-20,1865,6,20,1940-11-03,1940,11,3,NA,NA,NA
foxedmund1955,Fox,Edmund Maxwell Cameron,Edmund,NA,NA,NA,male,1912-04-27,1912,4,27,1988-11-27,1988,11,27,NA,NA,NA
foxtonjustin1906,Foxton,Justin Fox Greenlaw,Justin,NA,NA,NA,male,1849-09-24,1849,9,24,1916-06-23,1916,6,23,NA,NA,NA
francisfrederick1919,Francis,Frederick Henry,Frederick,NA,NA,NA,male,NA,1881,NA,NA,1949-08-15,1949,8,15,NA,NA,NA
francisgrosvenor1925,Francis,Grosvenor Arundell,Grosvenor,NA,NA,NA,male,1873-08-14,1873,8,14,1944-11-30,1944,11,30,NA,NA,NA
francisjosiah1922,Francis,Josiah,Josiah,NA,NA,NA,male,1890-03-28,1890,3,28,1964-02-22,1964,2,22,NA,NA,NA
fraserallan1943,Fraser,Allan Duncan,Allan,NA,NA,NA,male,1902-09-18,1902,9,18,1977-12-12,1977,12,12,NA,NA,NA
fraserjim1951,Fraser,James Reay,James,Jim,NA,NA,male,1908-02-08,1908,2,8,1970-04-01,1970,4,1,NA,NA,NA
frasermalcolm1955,Fraser,John Malcolm,John,Malcolm,NA,NA,male,1930-05-21,1930,5,21,NA,NA,NA,NA,NA,NA,NA
frazercharles1903,Frazer,Charles Edward,Charles,NA,NA,NA,male,1880-01-02,1880,1,2,1913-11-25,1913,11,25,NA,NA,NA
freeross1980,Free,Ross Vincent,Ross,NA,NA,NA,male,1943-03-07,1943,3,7,NA,NA,NA,NA,NA,NA,NA
freelandermichael2016,Freelander,Michael Randolph,Michael,NA,NA,NA,male,1953-04-23,1953,4,23,NA,NA,NA,NA,NA,NA,NA
freethgordon1949,Freeth,Gordon,Gordon,NA,NA,NA,male,1914-08-06,1914,8,6,2001-11-27,2001,11,27,NA,NA,NA
frostcharles1929,Frost,Charles William,Charles,NA,NA,NA,male,NA,1881,NA,NA,1964-07-22,1964,7,22,NA,NA,NA
fryken1974,Fry,Kenneth Lionel,Kenneth,Ken,NA,NA,male,1920-11-08,1920,11,8,2007-10-10,2007,10,10,NA,NA,NA
frydenbergjoshua2010,Frydenberg,Joshua Anthony,Joshua,NA,NA,NA,male,1971-07-17,1971,7,17,NA,NA,NA,NA,NA,NA,NA
fullerarthur1943,Fuller,Arthur Neiberding,Arthur,NA,NA,NA,male,1893-10-24,1893,10,24,1987-03-21,1987,3,21,NA,NA,NA
fullergeorge1901,Fuller,George Warburton,George,NA,NA,NA,male,1861-01-22,1861,1,22,1940-07-22,1940,7,22,NA,NA,NA
fultonwilliam1958,Fulton,William John,William,NA,NA,NA,male,1909-06-18,1909,6,18,1988-11-15,1988,11,15,NA,NA,NA
fyshphilip1901,Fysh,Philip Oakley,Philip,NA,NA,Sir,male,1835-03-01,1835,3,1,1919-12-20,1919,12,20,NA,NA,NA
gabbjoel1919,Gabb,Joel Moses,Joel,NA,NA,NA,male,NA,1882,NA,NA,1951-03-06,1951,3,6,NA,NA,NA
gahajohn1943,Gaha,John Francis,John,NA,NA,NA,male,1894-04-14,1894,4,14,1966-03-18,1966,3,18,NA,NA,NA
galluschristine1990,Gallus,Christine Ann,Christine,NA,NA,NA,female,1943-04-06,1943,4,6,NA,NA,NA,NA,NA,NA,NA
galvinpatrick1951,Galvin,Patrick,Patrick,NA,NA,NA,male,1911-03-30,1911,3,30,1980-09-24,1980,9,24,NA,NA,NA
gambaroteresa1996,Gambaro,Teresa,Teresa,NA,NA,NA,female,1958-11-29,1958,11,29,NA,NA,NA,NA,NA,NA,NA
ganderjoseph1931,Gander,Joseph Herbert,Joseph,NA,NA,NA,male,NA,1888,NA,NA,1954-11-22,1954,11,22,NA,NA,NA
gardenjohn1934,Garden,John Smith,John,NA,NA,NA,male,1882-08-13,1882,8,13,1969-01-01,1969,1,1,NA,NA,NA
gardnersydney1922,Gardner,Sydney Lane,Sydney,NA,NA,NA,male,1884-06-09,1884,6,9,1965-06-23,1965,6,23,NA,NA,NA
garlandransley1969,Garland,Ransley Victor,Ransley,NA,Sir Ransley,NA,male,1934-05-05,1934,5,5,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Victor_Garland,NA
garrettpeter2004,Garrett,Peter Robert,Peter,NA,NA,NA,male,1953-04-16,1953,4,16,NA,NA,NA,NA,NA,NA,NA
garrickhorace1969,Garrick,Horace James,Horace,NA,NA,NA,male,1918-08-26,1918,8,26,1982-04-06,1982,4,6,NA,NA,NA
gashjoanna1996,Gash,Joanna,Joanna,NA,NA,NA,female,1944-07-21,1944,7,21,NA,NA,NA,NA,NA,NA,NA
gaylerjohn1983,Gayler,John,John,NA,NA,NA,male,1943-04-14,1943,4,14,NA,NA,NA,NA,NA,NA,NA
geargeorge1983,Gear,George,George,NA,NA,NA,male,1947-03-08,1947,3,8,NA,NA,NA,NA,NA,NA,NA
geeandrew2016,Gee,Andrew Robert,Andrew,NA,NA,NA,male,1968-09-13,1968,9,13,NA,NA,NA,NA,NA,NA,NA
gellibrandjohn1925,Gellibrand,John,John,NA,NA,Sir,male,1872-12-05,1872,12,5,1945-06-03,1945,6,3,NA,NA,NA
georganassteven2004,Georganas,Steven,Steven,NA,NA,NA,male,1959-06-13,1959,6,13,NA,NA,NA,NA,NA,NA,NA
georgejennie2001,George,Jennie,Jennie,NA,NA,NA,female,1947-08-20,1947,8,20,NA,NA,NA,NA,NA,NA,NA
georgioupetro1994,Georgiou,Petro,Petro,NA,NA,NA,male,1947-11-30,1947,11,30,NA,NA,NA,NA,NA,NA,NA
gerickjane1998,Gerick,Jane Frances,Jane,NA,NA,NA,female,1963-04-23,1963,4,23,2003-12-25,2003,12,25,NA,NA,NA
gibbjames1903,Gibb,James,James,NA,NA,NA,male,1843-06-30,1843,6,30,1919-02-22,1919,2,22,NA,NA,NA
gibbonsgeorge1929,Gibbons,George Albert,George,NA,NA,NA,male,NA,1887,NA,NA,1954-08-11,1954,8,11,NA,NA,NA
gibbonsstephen1998,Gibbons,Stephen William,Stephen,NA,NA,NA,male,1949-09-11,1949,9,11,NA,NA,NA,NA,NA,NA,NA
gibbswylie1963,Gibbs,Wylie Talbot,Wylie,NA,NA,Dr,male,1922-07-26,1922,7,26,NA,NA,NA,NA,NA,NA,NA
gibsonadrian1964,Gibson,Adrian,Adrian,NA,NA,NA,male,1935-11-03,1935,11,3,2015-04-30,2015,4,30,NA,NA,NA
gibsongarrie1990,Gibson,Garrie David,Garrie,NA,NA,NA,male,1954-10-17,1954,10,17,NA,NA,NA,NA,NA,NA,NA
gibsonwilliam1918,Gibson,William Gerrand,William,NA,NA,NA,male,1869-05-20,1869,5,20,1955-05-22,1955,5,22,NA,NA,NA
gilesandrew2013,Giles,Andrew James,Andrew,NA,NA,NA,male,1973-07-31,1973,7,31,NA,NA,NA,NA,NA,NA,NA
gilesgeoffrey1964,Giles,Geoffrey O'Halloran,Geoffrey,NA,NA,NA,male,1923-06-27,1923,6,27,1990-12-18,1990,12,18,NA,NA,NA
gillardjulia1998,Gillard,Julia Eileen,Julia,NA,NA,NA,female,1961-09-29,1961,9,29,NA,NA,NA,NA,NA,NA,NA
gillardreginald1975,Gillard,Reginald,Reginald,NA,NA,NA,male,1920-03-13,1920,3,13,2001-08-16,2001,8,16,NA,NA,NA
gillespiedavid2013,Gillespie,David Arthur,David,NA,NA,NA,male,1957-12-20,1957,12,20,NA,NA,NA,NA,NA,NA,NA
gilmorethomas1949,Gilmore,Thomas Vernon,Thomas,NA,NA,NA,male,1908-05-07,1908,5,7,1994-11-15,1994,11,15,NA,NA,NA
glynnpatrick1901,Glynn,Patrick McMahon,Patrick,NA,NA,NA,male,1855-08-25,1855,8,25,1931-10-28,1931,10,28,NA,NA,NA
goodenoughian2013,Goodenough,Ian Reginald,Ian,NA,NA,NA,male,1975-07-03,1975,7,3,NA,NA,NA,NA,NA,NA,NA
goodluckbruce1975,Goodluck,Bruce John,Bruce,NA,NA,NA,male,1933-05-14,1933,5,14,2016-10-24,2016,10,24,NA,NA,NA
gordondavid1911,Gordon,David John,David,NA,NA,NA,male,1865-05-04,1865,5,4,1946-02-12,1946,2,12,NA,NA,NA
gormanpatrick2018,Gorman,Patrick,Patrick,NA,NA,NA,male,1984-12-12,1984,12,12,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Patrick_Gorman_(politician),NA
gormanrussell1983,Gorman,Russell Neville Joseph,Russell,NA,NA,NA,male,1926-07-20,1926,7,20,2017-01-03,2017,1,3,NA,NA,NA
gortonjohn1968,Gorton,John Grey,John,NA,NA,NA,male,1911-09-09,1911,9,9,2002-05-19,2002,5,19,NA,NA,NA
goslingluke2016,Gosling,Luke John Anthony,Luke,NA,NA,NA,male,1971-09-17,1971,9,17,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Luke_Gosling,NA
graceedward1984,Grace,Edward Laurence,Edward,NA,NA,NA,male,1931-03-13,1931,3,13,NA,NA,NA,NA,NA,NA,NA
graceelizabeth1996,Grace,Elizabeth Jane,Elizabeth,NA,NA,NA,female,1940-05-27,1940,5,27,NA,NA,NA,NA,NA,NA,NA
grahambruce1949,Graham,Bruce William,Bruce,NA,NA,NA,male,1919-08-22,1919,8,22,1995-02-18,1995,2,18,NA,NA,NA
grassbyal1969,Grassby,Albert Jaime,Albert,Al,NA,NA,male,1926-07-12,1926,7,12,2005-04-23,2005,4,23,NA,NA,NA
graygary2007,Gray,Gary,Gary,NA,NA,NA,male,1958-04-30,1958,4,30,NA,NA,NA,NA,NA,NA,NA
graygeorge1961,Gray,George Henry,George,NA,NA,NA,male,1908-10-02,1908,10,2,1967-08-02,1967,8,2,NA,NA,NA
graydenwilliam1949,Grayden,William Leonard,William,NA,NA,NA,male,1920-08-05,1920,8,5,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Bill_Grayden,NA
greenalbert1922,Green,Albert Ernest,Albert,NA,NA,NA,male,1869-12-21,1869,12,21,1940-10-02,1940,10,2,NA,NA,NA
greenroland1922,Green,Roland Frederick Herbert,Roland,NA,NA,NA,male,1885-10-29,1885,10,29,1947-04-27,1947,4,27,NA,NA,NA
greenuparthur1953,Greenup,Arthur Edward,Arthur,NA,NA,NA,male,NA,1915,NA,NA,1980-08-03,1980,8,3,NA,NA,NA
gregoryhenry1913,Gregory,Henry,Henry,NA,NA,NA,male,1860-03-15,1860,3,15,1940-11-15,1940,11,15,NA,NA,NA
griersonsharon2001,Grierson,Sharon Joy,Sharon,NA,NA,NA,female,1951-05-04,1951,5,4,NA,NA,NA,NA,NA,NA,NA
griffinalan1993,Griffin,Alan Peter,Alan,NA,NA,NA,male,1960-02-23,1960,2,23,NA,NA,NA,NA,NA,NA,NA
griffithsalan1983,Griffiths,Alan Gordon,Alan,NA,NA,NA,male,1952-09-04,1952,9,4,NA,NA,NA,NA,NA,NA,NA
griffithscharles1949,Griffiths,Charles Edward,Charles,NA,NA,NA,male,1903-06-26,1903,6,26,1982-05-17,1982,5,17,NA,NA,NA
griggsnatasha2010,Griggs,Natasha Louise,Natasha,NA,NA,NA,female,1969-01-24,1969,1,24,NA,NA,NA,NA,NA,NA,NA
groomarthur1901,Groom,Arthur Champion,Arthur,NA,NA,NA,male,1852-11-26,1852,11,26,1922-03-22,1922,3,22,NA,NA,NA
groomlittleton1901,Groom,Littleton Ernest,Littleton,NA,Later Sir Littleton,NA,male,1867-04-22,1867,4,22,1936-11-06,1936,11,6,NA,NA,NA
groomray1975,Groom,Raymond John,Raymond,Ray,NA,NA,male,1944-09-03,1944,9,3,NA,NA,NA,NA,NA,NA,NA
groomwilliam1901,Groom,William Henry,William,NA,NA,NA,male,1833-03-09,1833,3,9,1901-08-08,1901,8,8,NA,NA,NA
gulletthenry1946,Gullett,Henry Baynton Somer,Henry,NA,NA,NA,male,1914-12-16,1914,12,16,1999-08-24,1999,8,24,NA,NA,NA
gulletthenry1925,Gullett,Henry Somer,Henry,NA,Later Sir Henry,NA,male,1878-03-26,1878,3,26,1940-08-13,1940,8,13,NA,NA,NA
gunrichard1969,Gun,Richard Townsend,Richard,NA,NA,NA,male,1936-05-27,1936,5,27,NA,NA,NA,NA,NA,NA,NA
guyjames1929,Guy,James Allan,James,NA,NA,NA,male,1890-11-30,1890,11,30,1979-12-16,1979,12,16,NA,NA,NA
haasebarry1998,Haase,Barry Wayne,Barry,NA,NA,NA,male,1945-11-19,1945,11,19,NA,NA,NA,NA,NA,NA,NA
hadleyjames1943,Hadley,James William,James,NA,NA,NA,male,NA,1893,NA,NA,1971-07-16,1971,7,16,NA,NA,NA
halberthugh1958,Halbert,Hugh Victor,Hugh,NA,NA,NA,male,1910-01-17,1910,1,17,1997-01-31,1997,1,31,NA,NA,NA
haledamian2007,Hale,Damian Francis,Damian,NA,NA,NA,male,1969-12-28,1969,12,28,NA,NA,NA,NA,NA,NA,NA
halldavid1906,Hall,David Robert,David,NA,NA,NA,male,1874-03-05,1874,3,5,1945-09-06,1945,9,6,NA,NA,NA
halljill1998,Hall,Jill Griffiths,Jill,NA,NA,NA,female,1949-11-16,1949,11,16,NA,NA,NA,NA,NA,NA,NA
hallsteele1981,Hall,Raymond Steele,Raymond,Steele,NA,NA,male,1928-11-30,1928,11,30,NA,NA,NA,NA,NA,NA,NA
hallettjohn1963,Hallett,John Mead,John,NA,NA,NA,male,1917-10-09,1917,10,9,1999-08-09,1999,8,9,NA,NA,NA
halversonrobert1984,Halverson,Robert George,Robert,NA,NA,NA,male,1937-10-22,1937,10,22,2016-12-09,2016,12,9,NA,NA,NA
hamerdavid1969,Hamer,David John,David,NA,NA,NA,male,1923-09-05,1923,9,5,2002-01-14,2002,1,14,NA,NA,NA
hamiltonleonard1946,Hamilton,Leonard William,Leonard,NA,NA,NA,male,1899-07-07,1899,7,7,1987-05-31,1987,5,31,NA,NA,NA
hammondtimothy2016,Hammond,Timothy Jerome,Timothy,NA,NA,NA,male,1975-03-25,1975,3,25,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Tim_Hammond,NA
hampsonalfred1915,Hampson,Alfred John,Alfred,NA,NA,NA,male,NA,1865,NA,NA,1924-05-19,1924,5,19,NA,NA,NA
handgerard1983,Hand,Gerard Leslie,Gerard,NA,NA,NA,male,1942-06-30,1942,6,30,NA,NA,NA,NA,NA,NA,NA
handbyherbert1949,Handby,Herbert Harry,Herbert,NA,NA,NA,male,1903-09-01,1903,9,1,1991-10-02,1991,10,2,NA,NA,NA
hannanjoseph1913,Hannan,Joseph Francis,Joseph,NA,NA,NA,male,NA,1873,NA,NA,1943-03-14,1943,3,14,NA,NA,NA
hansenbrendan1961,Hansen,Brendan Percival,Brendan,NA,NA,NA,male,1922-08-21,1922,8,21,1999-12-19,1999,12,19,NA,NA,NA
hansonpauline1996,Hanson,Pauline Lee,Pauline,NA,NA,NA,female,1954-05-27,1954,5,27,NA,NA,NA,NA,NA,NA,NA
hardgravegary1996,Hardgrave,Gary Douglas,Gary,NA,NA,NA,male,1960-01-05,1960,1,5,NA,NA,NA,NA,NA,NA,NA
hardingernest1961,Harding,Ernest William,Ernest,NA,NA,NA,male,1921-06-12,1921,6,12,2004-02-03,2004,2,3,NA,NA,NA
harperrobert1901,Harper,Robert,Robert,NA,NA,NA,male,1842-02-01,1842,2,1,1919-01-09,1919,1,9,NA,NA,NA
harrisgraham1980,Harris,Graham McDonald,Graham,NA,NA,NA,male,1937-08-29,1937,8,29,NA,NA,NA,NA,NA,NA,NA
harrisoneli1949,Harrison,Eli James,Eli,NA,NA,NA,male,1903-10-12,1903,10,12,1976-09-09,1976,9,9,NA,NA,NA
harrisonericfairweather1931,Harrison,Eric Fairweather,Eric,Eric Fairweather,NA,NA,male,1880-04-16,1880,4,16,1948-04-15,1948,4,15,NA,NA,NA
harrisonericjohn1931,Harrison,Eric John,Eric,Eric John,NA,NA,male,NA,1892,NA,NA,1974-09-26,1974,9,26,NA,NA,NA
hartross2016,Hart,Ross Anthony,Ross,NA,NA,NA,male,1960-06-04,1960,6,4,NA,NA,NA,NA,NA,NA,NA
hartnollwilliam1902,Hartnoll,William,William,NA,NA,NA,male,1841-04-17,1841,4,17,1932-07-11,1932,7,11,NA,NA,NA
hartsuykerluke2001,Hartsuyker,Luke,Luke,NA,NA,NA,male,1959-04-28,1959,4,28,NA,NA,NA,NA,NA,NA,NA
harveyelizabeth1987,Harvey,Elizabeth Robyn,Elizabeth,NA,NA,NA,female,1946-10-19,1946,10,19,NA,NA,NA,NA,NA,NA,NA
haslemjohn1975,Haslem,John Whitton,John,NA,NA,NA,male,1939-02-01,1939,2,1,NA,NA,NA,NA,NA,NA,NA
hasluckpaul1949,Hasluck,Paul Meernaa Caedwalla,Paul,NA,NA,NA,male,1905-04-01,1905,4,1,1993-01-09,1993,1,9,NA,NA,NA
hastieandrew2015,Hastie,Andrew William,Andrew,NA,NA,NA,male,1982-09-30,1982,9,30,NA,NA,NA,NA,NA,NA,NA
hattonmichael1996,Hatton,Michael John,Michael,NA,NA,NA,male,1951-08-25,1951,8,25,NA,NA,NA,NA,NA,NA,NA
havilandchristopher1993,Haviland,Christopher Douglas,Christopher,NA,NA,NA,male,1952-02-27,1952,2,27,NA,NA,NA,NA,NA,NA,NA
hawkealexander2007,Hawke,Alexander George,Alexander,NA,NA,NA,male,1977-07-09,1977,7,9,NA,NA,NA,NA,NA,NA,NA
hawkebob1980,Hawke,Robert James Lee,Robert,Bob,NA,NA,male,1929-12-09,1929,12,9,NA,NA,NA,NA,NA,NA,NA
hawkercharles1929,Hawker,Charles Allan Seymour,Charles,NA,NA,NA,male,1894-05-16,1894,5,16,1938-10-25,1938,10,25,NA,NA,NA
hawkerdavid1983,Hawker,David Peter Maxwell,David,NA,NA,NA,male,1949-05-01,1949,5,1,NA,NA,NA,NA,NA,NA,NA
haworthwilliam1949,Haworth,William Crawford,William,NA,NA,NA,male,1905-04-15,1905,4,15,1984-12-01,1984,12,1,NA,NA,NA
hayalexander1919,Hay,Alexander,Alexander,NA,NA,NA,male,1865-01-08,1865,1,8,1941-05-08,1941,5,8,NA,NA,NA
haydenbill1961,Hayden,William George,William,Bill,NA,NA,male,1933-01-23,1933,1,23,NA,NA,NA,NA,NA,NA,NA
hayeschristopher2005,Hayes,Christopher Patrick,Christopher,NA,NA,NA,male,1955-07-17,1955,7,17,NA,NA,NA,NA,NA,NA,NA
haylenleslie1943,Haylen,Leslie Clement,Leslie,NA,NA,NA,male,NA,1899,NA,NA,1977-09-12,1977,9,12,NA,NA,NA
hedgeswilliam1906,Hedges,William Noah,William,NA,NA,NA,male,1856-07-16,1856,7,16,1935-11-21,1935,11,21,NA,NA,NA
heitmannedward1917,Heitmann,Edward Ernest,Edward,NA,NA,NA,male,1878-06-03,1878,6,3,1934-01-30,1934,1,30,NA,NA,NA
hendersonsarah2013,Henderson,Sarah Moya,Sarah,NA,NA,NA,female,1964-04-04,1964,4,4,NA,NA,NA,NA,NA,NA,NA
hendypeter2013,Hendy,Peter William,Peter,NA,NA,NA,male,1962-01-10,1962,1,10,NA,NA,NA,NA,NA,NA,NA
henrystuart2004,Henry,Stuart Irwin,Stuart,NA,NA,NA,male,1946-06-21,1946,6,21,NA,NA,NA,NA,NA,NA,NA
henzellmarjorie1993,Henzell,Marjorie Madeline,Marjorie,NA,NA,NA,female,1948-09-21,1948,9,21,NA,NA,NA,NA,NA,NA,NA
hewsonhenry1972,Hewson,Henry Arthur,Henry,NA,NA,NA,male,1914-12-31,1914,12,31,1999-11-20,1999,11,20,NA,NA,NA
hewsonjohn1987,Hewson,John Robert,John,NA,NA,NA,male,1946-10-28,1946,10,28,NA,NA,NA,NA,NA,NA,NA
hicksnoel1980,Hicks,Noel Jeffrey,Noel,NA,NA,NA,male,1940-11-04,1940,11,4,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Noel_Hicks,NA
higginshenry1901,Higgins,Henry Bournes,Henry,NA,NA,NA,male,1851-06-30,1851,6,30,1929-01-13,1929,1,13,NA,NA,NA
higgswilliam1910,Higgs,William Guy,William,NA,NA,NA,male,1862-01-18,1862,1,18,1951-06-11,1951,6,11,NA,NA,NA
hilljulian2016,Hill,Julian Christopher,Julian,NA,NA,NA,male,1973-06-04,1973,6,4,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Julian_Hill,NA
hillwilliam1919,Hill,William Caldwell,William,NA,NA,NA,male,1866-04-14,1866,4,14,1939-11-15,1939,11,15,NA,NA,NA
hoarekelly1998,Hoare,Kelly Joy,Kelly,NA,NA,NA,female,1963-07-01,1963,7,1,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kelly_Hoare,NA
hockeyjoseph1996,Hockey,Joseph Benedict,Joseph,NA,NA,NA,male,1965-08-02,1965,8,2,NA,NA,NA,NA,NA,NA,NA
hodgesjohn1974,Hodges,John Charles,John,NA,NA,NA,male,1937-10-03,1937,10,3,NA,NA,NA,NA,NA,NA,NA
hodgmanmichael1975,Hodgman,William Michael,William,Michael,NA,NA,male,1938-11-16,1938,11,16,2013-06-19,2013,6,19,NA,NA,NA
hogankevin2013,Hogan,Kevin John,Kevin,NA,NA,NA,male,1963-08-11,1963,8,11,NA,NA,NA,NA,NA,NA,NA
holderfrederick1901,Holder,Frederick William,Frederick,NA,NA,Sir,male,1850-05-12,1850,5,12,1909-07-23,1909,7,23,NA,NA,NA
holdingclyde1977,Holding,Allan Clyde,Allan,Clyde,NA,NA,male,1931-04-27,1931,4,27,2011-07-31,2011,7,31,NA,https://en.wikipedia.org/wiki/Clyde_Holding,NA
holliscolin1983,Hollis,Colin,Colin,NA,NA,NA,male,1938-05-30,1938,5,30,NA,NA,NA,NA,NA,NA,NA
hollowayedward1929,Holloway,Edward James,Edward,NA,NA,NA,male,NA,1875,NA,NA,1967-12-03,1967,12,3,NA,NA,NA
holmanwilliam1931,Holman,William Arthur,William,NA,NA,NA,male,1871-08-04,1871,8,4,1934-06-05,1934,6,5,NA,NA,NA
holtharold1935,Holt,Harold Edward,Harold,NA,NA,NA,male,1908-08-05,1908,8,5,1967-12-19,1967,12,19,Presumed dead.,NA,NA
holtrobert1955,Holt,Robert Wilfred,Robert,NA,NA,NA,male,1914-06-09,1914,6,9,1985-05-01,1985,5,1,NA,NA,NA
holtenrendle1958,Holten,Rendle McNeilage,Rendle,NA,NA,NA,male,1922-03-29,1922,3,29,1996-10-12,1996,10,12,NA,NA,NA
hornerobert1993,Horne,Robert Hodges,Robert,NA,NA,NA,male,1939-12-18,1939,12,18,NA,NA,NA,NA,NA,NA,NA
howardjohn1974,Howard,John Winston,John,NA,NA,NA,male,1939-07-26,1939,7,26,NA,NA,NA,NA,NA,NA,NA
howarthluke2013,Howarth,Luke Ronald,Luke,NA,NA,NA,male,1972-06-06,1972,6,6,NA,NA,NA,NA,NA,NA,NA
howebrian1977,Howe,Brian Leslie,Brian,NA,NA,NA,male,1936-01-28,1936,1,28,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Brian_Howe_(politician),NA
howerobert1910,Howe,Robert,Robert,NA,NA,NA,male,NA,1861,NA,NA,1915-04-02,1915,4,2,NA,NA,NA
howroydcharles1917,Howroyd,Charles Richard,Charles,NA,NA,NA,male,1867-02-25,1867,2,25,1917-05-10,1917,5,10,NA,NA,NA
howsejohn1946,Howse,John Brooke,John,NA,NA,NA,male,1913-10-10,1913,10,10,2002-07-11,2002,7,11,NA,NA,NA
howseneville1922,Howse,Neville Reginald,Neville,NA,NA,Sir,male,1863-10-26,1863,10,26,1930-09-19,1930,9,19,NA,NA,NA
howsonpeter1955,Howson,Peter,Peter,NA,NA,NA,male,1919-05-22,1919,5,22,2009-02-01,2009,2,1,NA,NA,NA
hughestom1963,Hughes,Thomas Eyre Forrest,Thomas,Tom,NA,NA,male,1923-11-26,1923,11,26,NA,NA,NA,NA,NA,NA,NA
hugheswilliam1901,Hughes,William Morris,William,William,NA,NA,male,1862-09-25,1862,9,25,1952-10-28,1952,10,28,NA,NA,NA
hullkay1998,Hull,Kay Elizabeth,Kay,NA,NA,NA,female,1954-02-03,1954,2,3,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kay_Hull,NA
hullsrob1990,Hulls,Rob Justin,Rob,NA,NA,NA,male,1957-01-23,1957,1,23,NA,NA,NA,NA,NA,NA,NA
hulmealan1949,Hulme,Alan Shallcross,Alan,NA,Later Sir Alan,NA,male,1907-02-14,1907,2,14,1989-10-09,1989,10,9,NA,NA,NA
humphreysben1977,Humphreys,Benjamin Charles,Benjamin,Ben,NA,NA,male,1934-08-17,1934,8,17,NA,NA,NA,NA,NA,NA,NA
huntgregory2001,Hunt,Gregory Andrew,Gregory,NA,NA,NA,male,1965-11-18,1965,11,18,NA,NA,NA,NA,NA,NA,NA
huntralph1969,Hunt,Ralph James Dunnet,Ralph,NA,NA,NA,male,1928-03-31,1928,3,31,2011-05-21,2011,5,21,NA,NA,NA
